ReviewId,ApartmentId
30637,1703
30638,9707
30639,4515
30640,409
30641,9860
30642,1630
30643,637
30644,8502
30645,3160
30646,5399
30647,4587
30648,9467
30649,7103
30650,3249
30651,6997
30652,876
30653,5149
30654,8361
30655,9272
30656,11671
30657,1178
30658,9721
30659,8787
30660,6813
30661,647
30662,8495
30663,3416
30664,9889
30665,671
30666,11785
30667,8899
30668,2124
30669,7944
30670,8015
30671,3014
30672,4187
30673,9913
30674,5388
30675,194
30676,3302
30677,11350
30678,11946
30679,8019
30680,2413
30681,3318
30682,8266
30683,10595
30684,576
30685,7365
30686,4573
30687,5918
30688,3147
30689,7910
30690,10370
30691,1637
30692,6525
30693,688
30694,10973
30695,8188
30696,10900
30697,10458
30698,7632
30699,10334
30700,3047
30701,7345
30702,5944
30703,11312
30704,1072
30705,1925
30706,9894
30707,6099
30708,6067
30709,4068
30710,5080
30711,7315
30712,11183
30713,6302
30714,7956
30715,2492
30716,3520
30717,360
30718,8352
30719,1293
30720,3310
30721,11356
30722,10977
30723,2276
30724,5077
30725,7005
30726,8174
30727,10841
30728,2450
30729,1784
30730,8401
30731,1063
30732,8711
30733,11013
30734,5178
30735,2565
30736,3052
30737,4686
30738,3711
30739,9362
30740,9874
30741,295
30742,787
30743,9167
30744,2165
30745,2843
30746,1345
30747,11302
30748,4861
30749,9959
30750,6758
30751,6280
30752,145
30753,1791
30754,3337
30755,757
30756,4857
30757,4079
30758,3896
30759,8244
30760,11214
30761,2973
30762,9088
30763,8259
30764,11744
30765,11945
30766,5256
30767,4936
30768,10051
30769,11446
30770,1611
30771,8421
30772,6039
30773,162
30774,7504
30775,618
30776,9171
30777,7857
30778,2664
30779,1125
30780,8974
30781,7272
30782,5475
30783,11924
30784,233
30785,8501
30786,11791
30787,7899
30788,4924
30789,748
30790,11982
30791,8657
30792,1179
30793,7597
30794,7666
30795,1269
30796,3237
30797,8513
30798,8920
30799,6750
30800,6858
30801,10274
30802,8735
30803,6864
30804,8086
30805,8186
30806,7267
30807,3978
30808,8125
30809,5124
30810,5050
30811,7996
30812,165
30813,9135
30814,6187
30815,8725
30816,75
30817,3969
30818,11462
30819,11163
30820,2355
30821,1944
30822,4131
30823,6516
30824,975
30825,11884
30826,8923
30827,4417
30828,10251
30829,5104
30830,10205
30831,8459
30832,3315
30833,10007
30834,6414
30835,6549
30836,8802
30837,4755
30838,3808
30839,11057
30840,11720
30841,10136
30842,2158
30843,6382
30844,4823
30845,7583
30846,2417
30847,11663
30848,8906
30849,103
30850,6242
30851,3319
30852,881
30853,8919
30854,8749
30855,7105
30856,10782
30857,5278
30858,3342
30859,1356
30860,1414
30861,2106
30862,8842
30863,7347
30864,6804
30865,10551
30866,428
30867,10810
30868,3280
30869,11120
30870,5435
30871,1956
30872,5159
30873,401
30874,1109
30875,3202
30876,5879
30877,5917
30878,7083
30879,9222
30880,10937
30881,7371
30882,11896
30883,9973
30884,4780
30885,3275
30886,4542
30887,8091
30888,8058
30889,71
30890,2719
30891,1017
30892,7753
30893,11396
30894,6005
30895,1977
30896,224
30897,4552
30898,2350
30899,9634
30900,7507
30901,6997
30902,40
30903,1991
30904,10446
30905,4563
30906,7237
30907,8697
30908,10458
30909,6605
30910,1099
30911,6365
30912,8014
30913,1393
30914,4091
30915,11640
30916,278
30917,6427
30918,1515
30919,7655
30920,7096
30921,9579
30922,2466
30923,2764
30924,809
30925,818
30926,2704
30927,7042
30928,1899
30929,3180
30930,3432
30931,1041
30932,705
30933,968
30934,8187
30935,1885
30936,1649
30937,8867
30938,3345
30939,8953
30940,4788
30941,6609
30942,518
30943,9529
30944,1693
30945,7261
30946,2015
30947,4101
30948,7619
30949,3209
30950,9544
30951,3017
30952,1037
30953,10702
30954,300
30955,5961
30956,2905
30957,7463
30958,6000
30959,9234
30960,6409
30961,2217
30962,4044
30963,3980
30964,4747
30965,426
30966,9383
30967,4331
30968,5188
30969,11139
30970,7342
30971,1989
30972,1240
30973,7024
30974,7664
30975,4606
30976,2456
30977,10260
30978,7161
30979,3423
30980,5960
30981,1977
30982,6217
30983,5669
30984,8524
30985,789
30986,561
30987,11925
30988,10830
30989,2056
30990,8937
30991,3053
30992,7695
30993,6146
30994,7793
30995,2230
30996,2984
30997,6913
30998,8546
30999,5461
31000,8731
31001,2232
31002,2639
31003,2657
31004,11451
31005,4364
31006,7038
31007,4016
31008,7285
31009,6904
31010,9565
31011,10314
31012,7961
31013,4048
31014,8258
31015,9950
31016,11305
31017,5698
31018,3268
31019,403
31020,7324
31021,5080
31022,7215
31023,3638
31024,143
31025,2074
31026,232
31027,8659
31028,10250
31029,1713
31030,8478
31031,5983
31032,3947
31033,8166
31034,10793
31035,4178
31036,1105
31037,9225
31038,5090
31039,2418
31040,5062
31041,6958
31042,11934
31043,1386
31044,2633
31045,6193
31046,4583
31047,4089
31048,9528
31049,8890
31050,4569
31051,5735
31052,4791
31053,2012
31054,10422
31055,10355
31056,3359
31057,8599
31058,2727
31059,2951
31060,6630
31061,5533
31062,1840
31063,3821
31064,6566
31065,11730
31066,8687
31067,955
31068,11501
31069,10604
31070,2896
31071,7145
31072,5761
31073,2138
31074,3696
31075,804
31076,2350
31077,4257
31078,1036
31079,3770
31080,5389
31081,4994
31082,4869
31083,8374
31084,7058
31085,887
31086,6706
31087,1414
31088,1394
31089,28
31090,11746
31091,279
31092,6895
31093,682
31094,6061
31095,5474
31096,5954
31097,9950
31098,4181
31099,7552
31100,11492
31101,2169
31102,1758
31103,5529
31104,3577
31105,8608
31106,3399
31107,10490
31108,6105
31109,5828
31110,5477
31111,10277
31112,7420
31113,7580
31114,1883
31115,4770
31116,4418
31117,10030
31118,8119
31119,5588
31120,4828
31121,10733
31122,2699
31123,6854
31124,7450
31125,7451
31126,5159
31127,8996
31128,338
31129,7504
31130,1136
31131,6245
31132,11850
31133,5011
31134,4863
31135,1286
31136,2658
31137,4517
31138,9752
31139,8371
31140,3073
31141,1309
31142,4197
31143,2110
31144,11482
31145,1069
31146,7951
31147,8402
31148,4602
31149,4932
31150,9529
31151,10144
31152,1905
31153,11789
31154,11225
31155,9720
31156,11419
31157,10997
31158,7219
31159,3221
31160,9194
31161,3050
31162,2195
31163,7567
31164,4242
31165,5182
31166,10247
31167,7924
31168,8912
31169,1675
31170,887
31171,9872
31172,6744
31173,9008
31174,3970
31175,7880
31176,1338
31177,4954
31178,1110
31179,10695
31180,2447
31181,2718
31182,7371
31183,4112
31184,7814
31185,1986
31186,2653
31187,6962
31188,1478
31189,8539
31190,11237
31191,9913
31192,3999
31193,9617
31194,1875
31195,6945
31196,10161
31197,10175
31198,4393
31199,4614
31200,1112
31201,9463
31202,10615
31203,5463
31204,5491
31205,11555
31206,10030
31207,9032
31208,10991
31209,8389
31210,8771
31211,10375
31212,10549
31213,6815
31214,3971
31215,5990
31216,6189
31217,1007
31218,11629
31219,5079
31220,14
31221,2002
31222,2449
31223,630
31224,8483
31225,5098
31226,11779
31227,5984
31228,11291
31229,6426
31230,4667
31231,6849
31232,1484
31233,2638
31234,9740
31235,8043
31236,2661
31237,215
31238,3326
31239,6434
31240,3311
31241,5108
31242,6571
31243,245
31244,3200
31245,3436
31246,7475
31247,7623
31248,7484
31249,7096
31250,8509
31251,5963
31252,8903
31253,1214
31254,4202
31255,11438
31256,6796
31257,1143
31258,7991
31259,78
31260,3235
31261,466
31262,8495
31263,41
31264,5954
31265,178
31266,10122
31267,2832
31268,11555
31269,6898
31270,8647
31271,1146
31272,11598
31273,7753
31274,7361
31275,9685
31276,6019
31277,1577
31278,11697
31279,10871
31280,3782
31281,1953
31282,2015
31283,7282
31284,11207
31285,770
31286,10790
31287,10950
31288,11628
31289,7934
31290,3780
31291,8081
31292,3390
31293,10156
31294,1626
31295,1314
31296,11757
31297,9704
31298,11558
31299,5355
31300,7937
31301,5464
31302,2491
31303,8820
31304,4958
31305,6538
31306,5242
31307,10699
31308,402
31309,9401
31310,2991
31311,5145
31312,4831
31313,590
31314,10922
31315,8689
31316,9888
31317,290
31318,2936
31319,5730
31320,11897
31321,8290
31322,10237
31323,7948
31324,11007
31325,5099
31326,4432
31327,10351
31328,705
31329,5269
31330,11892
31331,8862
31332,3314
31333,140
31334,1455
31335,10163
31336,3220
31337,2265
31338,9864
31339,8508
31340,2595
31341,6144
31342,8802
31343,2451
31344,3003
31345,6883
31346,7983
31347,3211
31348,4230
31349,9283
31350,2003
31351,2790
31352,7334
31353,6950
31354,3639
31355,10436
31356,10332
31357,4308
31358,101
31359,1621
31360,11346
31361,7547
31362,7111
31363,7024
31364,6571
31365,3347
31366,10487
31367,7036
31368,8837
31369,7324
31370,8482
31371,11211
31372,648
31373,3587
31374,4542
31375,11175
31376,9934
31377,3140
31378,9956
31379,1988
31380,8207
31381,2217
31382,10988
31383,7573
31384,7335
31385,5552
31386,4165
31387,1723
31388,5702
31389,11530
31390,6765
31391,9304
31392,6901
31393,3296
31394,4211
31395,11938
31396,7200
31397,176
31398,7302
31399,4371
31400,1604
31401,3510
31402,9082
31403,1884
31404,8822
31405,9158
31406,5783
31407,8794
31408,9741
31409,10549
31410,8221
31411,5729
31412,5133
31413,2551
31414,6936
31415,1141
31416,9425
31417,7586
31418,9563
31419,2199
31420,5140
31421,2642
31422,8220
31423,5820
31424,796
31425,9191
31426,1453
31427,3418
31428,5348
31429,9800
31430,5842
31431,1371
31432,11205
31433,9706
31434,8452
31435,5044
31436,4224
31437,6604
31438,10305
31439,10736
31440,7562
31441,5402
31442,7373
31443,10917
31444,756
31445,5457
31446,4009
31447,7912
31448,11862
31449,4130
31450,2062
31451,5820
31452,1304
31453,2000
31454,3526
31455,1189
31456,4093
31457,7059
31458,5736
31459,6651
31460,2764
31461,5407
31462,9422
31463,2778
31464,11868
31465,10046
31466,4980
31467,3062
31468,1019
31469,5946
31470,11119
31471,1580
31472,7387
31473,87
31474,1832
31475,10036
31476,5914
31477,7261
31478,8820
31479,1778
31480,7980
31481,3315
31482,3985
31483,8812
31484,6471
31485,6150
31486,1311
31487,7286
31488,1451
31489,9034
31490,3256
31491,2665
31492,3852
31493,7672
31494,6221
31495,4114
31496,3901
31497,5685
31498,11903
31499,2022
31500,1211
31501,1235
31502,8631
31503,4051
31504,147
31505,8784
31506,1123
31507,1842
31508,7153
31509,9084
31510,8653
31511,537
31512,3014
31513,9145
31514,1209
31515,5069
31516,2997
31517,8155
31518,10842
31519,11156
31520,10170
31521,11726
31522,6450
31523,6696
31524,3735
31525,4631
31526,1285
31527,11112
31528,3805
31529,10355
31530,3064
31531,105
31532,4659
31533,763
31534,8364
31535,7529
31536,1446
31537,4649
31538,3409
31539,10820
31540,10221
31541,884
31542,11464
31543,6111
31544,8792
31545,311
31546,10617
31547,994
31548,5685
31549,3025
31550,2861
31551,995
31552,4702
31553,5157
31554,3753
31555,1949
31556,6210
31557,10849
31558,6152
31559,5248
31560,334
31561,827
31562,5588
31563,6945
31564,6840
31565,24
31566,4065
31567,7538
31568,4616
31569,2758
31570,6758
31571,4109
31572,11524
31573,6505
31574,10425
31575,3914
31576,5494
31577,7635
31578,4453
31579,5871
31580,5756
31581,9420
31582,10826
31583,3303
31584,5771
31585,2002
31586,10002
31587,3499
31588,9633
31589,9817
31590,2187
31591,8381
31592,1958
31593,3507
31594,4358
31595,820
31596,8894
31597,651
31598,9547
31599,7442
31600,5998
31601,6412
31602,5719
31603,1489
31604,9256
31605,4638
31606,10131
31607,699
31608,212
31609,11152
31610,4082
31611,5337
31612,2365
31613,8945
31614,10983
31615,5763
31616,8502
31617,4760
31618,8000
31619,4055
31620,8583
31621,1060
31622,7299
31623,4229
31624,4376
31625,5342
31626,5763
31627,11270
31628,1304
31629,11995
31630,1087
31631,6188
31632,5194
31633,2269
31634,11159
31635,8021
31636,10285
31637,824
31638,2060
31639,10745
31640,1767
31641,4306
31642,4531
31643,9187
31644,8909
31645,3332
31646,1430
31647,7773
31648,8081
31649,669
31650,3431
31651,11747
31652,9353
31653,2470
31654,11522
31655,10106
31656,8856
31657,10048
31658,9598
31659,5433
31660,7515
31661,11849
31662,4559
31663,7909
31664,8722
31665,11550
31666,7771
31667,9851
31668,9289
31669,2523
31670,3446
31671,10631
31672,11489
31673,2365
31674,7741
31675,8881
31676,8160
31677,11112
31678,3660
31679,7511
31680,5970
31681,7460
31682,6236
31683,7893
31684,4731
31685,11938
31686,10717
31687,6209
31688,10394
31689,4765
31690,6475
31691,10291
31692,7291
31693,10524
31694,656
31695,9089
31696,4409
31697,2995
31698,10358
31699,7625
31700,6701
31701,2281
31702,6951
31703,11752
31704,1208
31705,181
31706,9763
31707,7976
31708,9258
31709,9602
31710,1213
31711,9014
31712,3884
31713,10993
31714,4627
31715,7376
31716,8848
31717,11037
31718,6888
31719,701
31720,2450
31721,377
31722,5151
31723,10039
31724,3659
31725,3126
31726,6262
31727,4420
31728,1299
31729,609
31730,5917
31731,5059
31732,2800
31733,4457
31734,7505
31735,1569
31736,2495
31737,3358
31738,10554
31739,1067
31740,7294
31741,3413
31742,2685
31743,11677
31744,5139
31745,3144
31746,11326
31747,3353
31748,4381
31749,9530
31750,1782
31751,1396
31752,11157
31753,4152
31754,11949
31755,1002
31756,2432
31757,11419
31758,1077
31759,8690
31760,5012
31761,4458
31762,6851
31763,523
31764,5892
31765,4605
31766,11593
31767,3638
31768,4522
31769,1340
31770,1364
31771,11198
31772,9808
31773,11813
31774,7264
31775,7762
31776,2716
31777,9325
31778,3635
31779,3283
31780,6997
31781,638
31782,893
31783,2536
31784,10934
31785,8158
31786,7274
31787,10159
31788,7886
31789,4368
31790,5697
31791,10542
31792,9552
31793,4244
31794,4092
31795,1927
31796,1470
31797,7497
31798,1956
31799,10250
31800,10478
31801,11443
31802,10728
31803,5893
31804,118
31805,11096
31806,10266
31807,2199
31808,11033
31809,9444
31810,11942
31811,7170
31812,8621
31813,6540
31814,496
31815,1694
31816,4392
31817,4591
31818,1289
31819,6858
31820,552
31821,728
31822,2477
31823,4733
31824,8220
31825,5345
31826,5949
31827,1883
31828,1458
31829,274
31830,8244
31831,5283
31832,9533
31833,4103
31834,10855
31835,1189
31836,6018
31837,4015
31838,6494
31839,11121
31840,96
31841,4497
31842,2890
31843,7594
31844,3353
31845,6761
31846,8738
31847,2138
31848,8001
31849,5583
31850,5854
31851,8607
31852,2115
31853,4440
31854,431
31855,4259
31856,9674
31857,3287
31858,153
31859,8649
31860,787
31861,3036
31862,9934
31863,4707
31864,11724
31865,9884
31866,10408
31867,10049
31868,6153
31869,7537
31870,10306
31871,1507
31872,3587
31873,3416
31874,5587
31875,3248
31876,9389
31877,9720
31878,2473
31879,1887
31880,7925
31881,6274
31882,3038
31883,6995
31884,5586
31885,4884
31886,11737
31887,7459
31888,1456
31889,8440
31890,3748
31891,1015
31892,3478
31893,8938
31894,6246
31895,9423
31896,2256
31897,7478
31898,10844
31899,11133
31900,2462
31901,10591
31902,1496
31903,2611
31904,1912
31905,10141
31906,1046
31907,8151
31908,5244
31909,4350
31910,2487
31911,1427
31912,4438
31913,10252
31914,5308
31915,2632
31916,1770
31917,7247
31918,3937
31919,10627
31920,897
31921,8202
31922,11123
31923,3176
31924,6862
31925,5248
31926,1967
31927,9643
31928,732
31929,10745
31930,4441
31931,541
31932,5814
31933,6496
31934,7190
31935,11683
31936,10962
31937,1188
31938,3846
31939,6243
31940,7739
31941,7582
31942,10017
31943,11864
31944,10649
31945,2130
31946,7469
31947,4580
31948,4415
31949,1390
31950,5849
31951,7013
31952,9009
31953,239
31954,4826
31955,5920
31956,4848
31957,3555
31958,6399
31959,9242
31960,5924
31961,4522
31962,1426
31963,3910
31964,3845
31965,7030
31966,1902
31967,888
31968,5829
31969,1905
31970,3384
31971,7192
31972,5341
31973,1789
31974,4827
31975,10099
31976,11315
31977,2262
31978,6980
31979,8555
31980,3301
31981,7412
31982,7414
31983,7694
31984,10837
31985,621
31986,8875
31987,10980
31988,8272
31989,5879
31990,5737
31991,7778
31992,1340
31993,8523
31994,6652
31995,5595
31996,9630
31997,11173
31998,5365
31999,7574
32000,6822
32001,8168
32002,11583
32003,10875
32004,6808
32005,7966
32006,5753
32007,10567
32008,6903
32009,11421
32010,9909
32011,10208
32012,11311
32013,8549
32014,3021
32015,4706
32016,3359
32017,5830
32018,3324
32019,6039
32020,3458
32021,5695
32022,7520
32023,709
32024,8345
32025,2721
32026,11626
32027,4801
32028,438
32029,5970
32030,7359
32031,10913
32032,6439
32033,6413
32034,11119
32035,2127
32036,5885
32037,11462
32038,3279
32039,5978
32040,4345
32041,907
32042,9621
32043,7783
32044,4498
32045,3815
32046,6288
32047,516
32048,7397
32049,8736
32050,10145
32051,1149
32052,8697
32053,6400
32054,3802
32055,10695
32056,10893
32057,4464
32058,7377
32059,9274
32060,5793
32061,2176
32062,8768
32063,4124
32064,3230
32065,8164
32066,4477
32067,11576
32068,963
32069,7929
32070,465
32071,8046
32072,205
32073,7909
32074,151
32075,6660
32076,4481
32077,11867
32078,6804
32079,2714
32080,10361
32081,6558
32082,5773
32083,9914
32084,11754
32085,4797
32086,41
32087,3694
32088,526
32089,8125
32090,1028
32091,8396
32092,3026
32093,7444
32094,7884
32095,4141
32096,6494
32097,1489
32098,2684
32099,987
32100,4188
32101,4154
32102,10963
32103,6632
32104,1959
32105,653
32106,9616
32107,923
32108,4434
32109,7208
32110,5260
32111,5606
32112,4529
32113,5251
32114,4980
32115,5619
32116,2824
32117,3675
32118,2946
32119,3421
32120,2031
32121,1322
32122,6615
32123,8442
32124,10494
32125,50
32126,7639
32127,8022
32128,3163
32129,2713
32130,7233
32131,6331
32132,9181
32133,1485
32134,11145
32135,5228
32136,9211
32137,5864
32138,1363
32139,1297
32140,1750
32141,303
32142,782
32143,5165
32144,640
32145,11669
32146,7403
32147,3531
32148,10984
32149,11645
32150,281
32151,11191
32152,9732
32153,3548
32154,1151
32155,11945
32156,10169
32157,6749
32158,6197
32159,7867
32160,5993
32161,11646
32162,511
32163,10076
32164,7513
32165,8599
32166,742
32167,11198
32168,10078
32169,4955
32170,8341
32171,8329
32172,7012
32173,10871
32174,1933
32175,1586
32176,6075
32177,951
32178,7045
32179,10502
32180,5278
32181,3240
32182,7970
32183,9793
32184,6081
32185,10552
32186,1039
32187,3803
32188,11062
32189,473
32190,4953
32191,7554
32192,1468
32193,7429
32194,5994
32195,11203
32196,11429
32197,1916
32198,9824
32199,4609
32200,4579
32201,7816
32202,6025
32203,6184
32204,3630
32205,7202
32206,6876
32207,251
32208,2004
32209,3341
32210,7735
32211,4393
32212,5053
32213,7103
32214,2577
32215,4606
32216,10522
32217,10528
32218,7740
32219,9974
32220,266
32221,11212
32222,953
32223,7597
32224,5129
32225,4242
32226,9079
32227,6194
32228,4629
32229,8895
32230,8169
32231,6522
32232,10717
32233,4757
32234,5507
32235,9680
32236,3081
32237,2644
32238,11441
32239,298
32240,7936
32241,9179
32242,9428
32243,8087
32244,7642
32245,199
32246,1562
32247,4756
32248,2435
32249,3482
32250,10969
32251,6558
32252,9417
32253,7671
32254,10471
32255,321
32256,3202
32257,2218
32258,9433
32259,8239
32260,220
32261,9093
32262,2038
32263,8333
32264,3682
32265,11684
32266,6200
32267,11943
32268,2120
32269,9074
32270,11742
32271,4548
32272,9364
32273,6373
32274,6128
32275,2388
32276,3177
32277,2820
32278,8433
32279,4101
32280,10929
32281,3112
32282,9722
32283,10517
32284,646
32285,6592
32286,3961
32287,6562
32288,957
32289,1743
32290,5637
32291,2814
32292,8399
32293,3633
32294,9340
32295,9406
32296,11398
32297,5787
32298,11291
32299,10001
32300,2752
32301,3519
32302,6841
32303,5037
32304,8803
32305,2286
32306,7232
32307,4100
32308,1214
32309,11385
32310,8969
32311,10966
32312,4951
32313,11504
32314,2260
32315,9505
32316,7734
32317,10027
32318,2401
32319,1972
32320,7821
32321,3687
32322,3694
32323,3585
32324,5762
32325,1959
32326,4429
32327,816
32328,3771
32329,700
32330,9760
32331,880
32332,2661
32333,6944
32334,9012
32335,3304
32336,4865
32337,1276
32338,10487
32339,8396
32340,8620
32341,7082
32342,9880
32343,5003
32344,8841
32345,10580
32346,8378
32347,261
32348,3564
32349,2267
32350,3828
32351,5562
32352,7814
32353,6292
32354,4424
32355,5886
32356,8456
32357,5837
32358,8126
32359,8329
