UserId,Rate
16170,4.2
16171,4.2
16172,4.2
16173,3.8
16174,4.1
16175,4.9
16176,4.5
16177,3.6
16178,3.8
16179,4.3
16180,4.3
16181,4.1
16182,4
16183,4.2
16184,4.7
16185,3.7
16186,4.3
16187,3.1
16188,3.3
16189,4.6
16190,4.5
16191,3.8
16192,3.9
16193,3.9
16194,3.7
16195,3.6
16196,3.7
16197,4.2
16198,4.3
16199,4
16200,4
16201,4
16202,4.1
16203,4.1
16204,4.2
16205,4.3
16206,4
16207,4.4
16208,3
16209,3.7
16210,4.4
16211,4.4
16212,3.9
16213,4.9
16214,3.8
16215,3.8
16216,3.8
16217,3.7
16218,4.1
16219,4.1
16220,4.1
16221,4.6
16222,4.3
16223,4.2
16224,3.7
16225,4.1
16226,4.3
16227,4.2
16228,4.1
16229,4.6
16230,4.5
16231,3.9
16232,4
16233,4.1
16234,3.4
16235,4.9
16236,3.9
16237,3.7
16238,0
16239,0
16240,4.3
16241,4
16242,4.1
16243,4.3
16244,4
16245,4.1
16246,4.1
16247,4.2
16248,4.2
16249,4.5
16250,4.9
16251,4.5
16252,4.1
16253,4
16254,3.2
16255,4.5
16256,4.6
16257,4.4
16258,4.2
16259,4.3
16260,4.8
16261,4.2
16262,4.1
16263,4.1
16264,4
16265,4.3
16266,3.8
16267,4
16268,4.2
16269,3.6
16270,3.4
16271,3.3
16272,3.4
16273,3.3
16274,3.4
16275,3.5
16276,3.6
16277,3.5
16278,3.6
16279,3.7
16280,3.6
16281,3.8
16282,3.5
16283,3.5
16284,3.6
16285,3.6
16286,3.6
16287,3.5
16288,3.7
16289,3.6
16290,4.1
16291,3.7
16292,3.5
16293,3.7
16294,4.4
16295,4.1
16296,3.8
16297,3.9
16298,3.9
16299,4.4
16300,4.1
16301,3.8
16302,4.3
16303,4.1
16304,4.9
16305,4.6
16306,3.8
16307,4.2
16308,4.3
16309,4.2
16310,3.8
16311,3.9
16312,2.2
16313,4
16314,3.8
16315,3.8
16316,4.1
16317,3.7
16318,3.8
16319,3.6
16320,4.5
16321,3.6
16322,3.5
16323,3.9
16324,4.9
16325,4.6
16326,4.5
16327,4.5
16328,3.8
16329,4.1
16330,4
16331,4.3
16332,4.2
16333,4.2
16334,3.7
16335,3.7
16336,3.7
16337,3.8
16338,4.1
16339,4
16340,4.2
16341,4
16342,4.1
16343,2.9
16344,2.4
16345,3.8
16346,3.4
16347,3.6
16348,2.4
16349,3.6
16350,4.4
16351,4.5
16352,4.7
16353,4.3
16354,4.6
16355,4.6
16356,4.3
16357,4.4
16358,4.6
16359,4.4
16360,4.4
16361,4.8
16362,4.9
16363,4.9
16364,4.7
16365,3.6
16366,4.2
16367,4.4
16368,4.4
16369,4.4
16370,4.4
16371,2.6
16372,3.4
16373,4.2
16374,4.9
16375,4.6
16376,4.5
16377,3.7
16378,3.9
16379,3.7
16380,4.2
16381,4.1
16382,4.4
16383,4.3
16384,4
16385,4.1
16386,3.9
16387,3.5
16388,4.2
16389,4.4
16390,4.3
16391,4.7
16392,4.4
16393,3.7
16394,3.7
16395,3.5
16396,3.6
16397,3.6
16398,3.7
16399,3.6
16400,3.5
16401,3.8
16402,3.8
16403,3.7
16404,3.5
16405,3.7
16406,3.6
16407,3.6
16408,3.6
16409,3.8
16410,3.7
16411,3.6
16412,0
16413,4.1
16414,3.3
16415,4
16416,4.5
16417,4.7
16418,4.7
16419,4.5
16420,4.5
16421,4.2
16422,4.2
16423,4.6
16424,4.2
16425,4.4
16426,4.3
16427,4.3
16428,4.9
16429,4.9
16430,4.6
16431,3.9
16432,4.4
16433,4
16434,4.2
16435,4.2
16436,3.3
16437,4.7
16438,4.6
16439,4.5
16440,4.5
16441,3.7
16442,3.8
16443,4.1
16444,4.4
16445,4.2
16446,4.1
16447,4.1
16448,4.3
16449,4.3
16450,4
16451,4.3
16452,4.4
16453,4.1
16454,3.8
16455,3.9
16456,3.4
16457,4
16458,3.8
16459,3.1
16460,3.8
16461,3.9
16462,4.2
16463,4.1
16464,3.2
16465,3.2
16466,3.7
16467,3
16468,3.8
16469,3.9
16470,3.1
16471,3.2
16472,3.2
16473,3.8
16474,3.9
16475,3.2
16476,3.7
16477,3.6
16478,3.8
16479,3.6
16480,3.7
16481,3.6
16482,3.8
16483,3.8
16484,3.7
16485,3.9
16486,3.7
16487,3.8
16488,3.7
16489,3.7
16490,3.8
16491,3.9
16492,4
16493,4
16494,4
16495,3.5
16496,4.6
16497,4.6
16498,4.1
16499,4.1
16500,4.1
16501,4.7
16502,3.9
16503,3.9
16504,4.4
16505,4.4
16506,4.2
16507,4.9
16508,4.5
16509,4.9
16510,4.5
16511,4.7
16512,4.8
16513,4.5
16514,4
16515,4.4
16516,4.4
16517,4.1
16518,3.4
16519,3.1
16520,3.9
16521,3.7
16522,3.8
16523,3.7
16524,3.8
16525,3.7
16526,3.7
16527,3.7
16528,3.9
16529,3.8
16530,3.5
16531,3.9
16532,3.7
16533,3.5
16534,3.8
16535,3.8
16536,3.8
16537,4.1
16538,4.3
16539,3.6
16540,4.3
16541,3.2
16542,3.7
16543,3.9
16544,3.8
16545,3.7
16546,3.6
16547,3.6
16548,3.6
16549,3.8
16550,3.7
16551,3.6
16552,3.6
16553,3.6
16554,3.6
16555,3.6
16556,3.7
16557,3.6
16558,3.7
16559,3.5
16560,3.9
16561,3.9
16562,3.2
16563,3.3
16564,4.6
16565,4.6
16566,4.4
16567,4.3
16568,4.2
16569,4.6
16570,4.1
16571,4.4
16572,4
16573,3.6
16574,4.5
16575,4
16576,4
16577,4
16578,4.3
16579,4
16580,4.9
16581,4.7
16582,4.2
16583,4.6
16584,3.9
16585,4.1
16586,4.3
16587,4.5
16588,4.5
16589,4.9
16590,4.9
16591,4.8
16592,4.5
16593,4.5
16594,4.3
16595,4.3
16596,4.4
16597,4.9
16598,4.4
16599,3.2
16600,4.7
16601,4.3
16602,3.7
16603,4.3
16604,3.9
16605,3.8
16606,4.1
16607,4.3
16608,3.9
16609,4.1
16610,4.1
16611,4.2
16612,4.1
16613,2.4
16614,4.2
16615,4.2
16616,4.2
16617,3.8
16618,3.9
16619,4.8
16620,4.1
16621,4.5
16622,3.8
16623,4.2
16624,3.9
16625,3.5
16626,3.6
16627,4
16628,4.2
16629,4
16630,4.3
16631,4
16632,3.6
16633,3.8
16634,3.9
16635,4.1
16636,3.4
16637,4.9
16638,3.8
16639,3.9
16640,3.7
16641,4.4
16642,4.2
16643,4.1
16644,4.2
16645,3.7
16646,4.5
16647,4.1
16648,4.3
16649,4.4
16650,4.4
16651,3.8
16652,3.6
16653,4.6
16654,4.4
16655,4.3
16656,3.8
16657,4.3
16658,4
16659,4.4
16660,4.5
16661,4.1
16662,4.1
16663,3.9
16664,4
16665,3.4
16666,3.3
16667,3.2
16668,3.4
16669,3.4
16670,3.4
16671,3.4
16672,3.3
16673,3.2
16674,3.4
16675,3.4
16676,3.2
16677,3.3
16678,3.4
16679,3.6
16680,3.7
16681,3.5
16682,3.6
16683,3.5
16684,3.3
16685,3.4
16686,3.9
16687,4
16688,3.4
16689,3.6
16690,3.5
16691,3.4
16692,3.4
16693,3.5
16694,3.6
16695,3.9
16696,3.4
16697,3.7
16698,3.5
16699,3.8
16700,3.8
16701,4.1
16702,4.1
16703,3.8
16704,3.5
16705,4.1
16706,3.6
16707,3.3
16708,3.3
16709,3.1
16710,3.4
16711,3.4
16712,3.4
16713,3.3
16714,3.4
16715,3.6
16716,3.5
16717,3.3
16718,3.3
16719,3.4
16720,3.7
16721,3.2
16722,3.4
16723,3.3
16724,3.3
16725,3.3
16726,4.1
16727,4.7
16728,4.8
16729,3.9
16730,4.2
16731,4
16732,4.3
16733,4.6
16734,4.7
16735,4.7
16736,4.1
16737,4.3
16738,4.5
16739,4.6
16740,4.4
16741,4.6
16742,4.2
16743,4.5
16744,3.9
16745,4.4
16746,3.3
16747,3.4
16748,4.9
16749,3.9
16750,4.2
16751,4
16752,4
16753,4.1
16754,3.8
16755,3.8
16756,3.5
16757,3.6
16758,3.6
16759,4.1
16760,4.4
16761,4.1
16762,4.3
16763,3.9
16764,3.8
16765,4.3
16766,3.9
16767,4.1
16768,4.6
16769,4.5
16770,3.9
16771,4
16772,3.7
16773,4.1
16774,3.6
16775,3.8
16776,3.7
16777,3.7
16778,3.8
16779,4
16780,4
16781,4.3
16782,4.1
16783,3.8
16784,4.2
16785,4.3
16786,3.5
16787,3.7
16788,4.2
16789,4.3
16790,4.1
16791,4
16792,4
16793,4.5
16794,4.3
16795,3.8
16796,3.4
16797,4.1
16798,4.1
16799,4
16800,4.2
16801,3.3
16802,4.4
16803,4.5
16804,4
16805,4.2
16806,3.8
16807,4.4
16808,4.2
16809,4.8
16810,4.2
16811,4.6
16812,4.1
16813,4
16814,4.6
16815,4.2
16816,3.8
16817,4.3
16818,4.4
16819,4.3
16820,4.5
16821,4.4
16822,4.9
16823,4.6
16824,4
16825,4.6
16826,3.9
16827,3.8
16828,3.5
16829,4.3
16830,4.1
16831,3.8
16832,4.5
16833,3.8
16834,3.9
16835,4.2
16836,4
16837,4
16838,4
16839,4.3
16840,4.2
16841,4.9
16842,4.2
16843,4.3
16844,4.4
16845,3.6
16846,3.8
16847,3.9
16848,3.9
16849,4.2
16850,4.9
16851,4.3
16852,4
16853,3.8
16854,4
16855,4.1
16856,3.9
16857,3.9
16858,3.9
16859,3.9
16860,4.4
16861,4
16862,4.1
16863,4.2
16864,4.2
16865,2.9
16866,2.8
16867,2.8
16868,2.9
16869,2.8
16870,3
16871,0
16872,0
16873,0
16874,0
16875,2.9
16876,3
16877,2.9
16878,0
16879,0
16880,0
16881,2.8
16882,3.4
16883,3.4
16884,3.8
16885,3.6
16886,3.6
16887,0
16888,0
16889,0
16890,2.1
16891,4
16892,4.1
16893,3.2
16894,2.7
16895,3.4
16896,2.4
16897,0
16898,2.8
16899,0
16900,0
16901,0
16902,0
16903,0
16904,0
16905,0
16906,0
16907,0
16908,0
16909,3
16910,3.2
16911,2.8
16912,0
16913,2.8
16914,3.1
16915,3
16916,3.1
16917,2.9
16918,0
16919,0
16920,0
16921,3.3
16922,3
16923,2.6
16924,2.9
16925,2.9
16926,3.1
16927,0
16928,0
16929,0
16930,3.2
16931,3.4
16932,3.3
16933,2.7
16934,3.4
16935,3.3
16936,2.6
16937,3.3
16938,3.4
16939,2.7
16940,2.6
16941,2.7
16942,3.4
16943,4.5
16944,3.6
16945,3.5
16946,3.8
16947,3.5
16948,3.6
16949,3.7
16950,3.6
16951,3.5
16952,3.6
16953,3.5
16954,3.6
16955,3.8
16956,3.5
16957,3.6
16958,3.8
16959,3.5
16960,4.1
16961,2.9
16962,2.9
16963,2.5
16964,3.1
16965,3
16966,3.4
16967,3.3
16968,3.1
16969,3.1
16970,0
16971,0
16972,0
16973,0
16974,0
16975,0
16976,0
16977,0
16978,2.8
16979,2.7
16980,2.7
16981,2.7
16982,2.8
16983,2.7
16984,3.2
16985,3.4
16986,3.3
16987,0
16988,3
16989,3.3
16990,2.8
16991,3.1
16992,2.8
16993,3
16994,0
16995,0
16996,0
16997,0
16998,0
16999,0
17000,0
17001,0
17002,0
17003,0
17004,2.6
17005,2.9
17006,0
17007,0
17008,3.1
17009,0
17010,0
17011,3.1
17012,3.1
17013,2.9
17014,0
17015,0
17016,0
17017,0
17018,0
17019,0
17020,2.7
17021,2.7
17022,0
17023,0
17024,0
17025,0
17026,3
17027,3.3
17028,3.1
17029,3.1
17030,2.8
17031,2.7
17032,3.1
17033,2.9
17034,2.7
17035,3.6
17036,0
17037,0
17038,0
17039,0
17040,0
17041,0
17042,0
17043,0
17044,0
17045,0
17046,3
17047,0
17048,0
17049,0
17050,0
17051,0
17052,2.9
17053,3.1
17054,2.9
17055,2.9
17056,0
17057,0
17058,0
17059,0
17060,0
17061,0
17062,0
17063,3.2
17064,2.5
17065,3.5
17066,0
17067,0
17068,2.7
17069,3
17070,3
17071,2.9
17072,3
17073,3.1
17074,2.9
17075,3
17076,0
17077,3
17078,2.9
17079,3.2
17080,3.4
17081,2.9
17082,3
17083,3.2
17084,3.1
17085,3.3
17086,3.4
17087,3.5
17088,3.1
17089,0
17090,0
17091,0
17092,0
17093,0
17094,2.9
17095,3
17096,2.8
17097,2.8
17098,2.6
17099,3
17100,3.1
17101,3.1
17102,3
17103,3
17104,0
17105,0
17106,0
17107,0
17108,0
17109,0
17110,0
17111,0
17112,0
17113,3
17114,3.1
17115,3.3
17116,2.8
17117,3
17118,3.6
17119,3.9
17120,0
17121,0
17122,2.5
17123,3.4
17124,3.3
17125,3.4
17126,3.2
17127,2.9
17128,2.6
17129,3.3
17130,3.2
17131,3
17132,2.7
17133,2.6
17134,3.3
17135,3.1
17136,3.6
17137,3.6
17138,1.8
17139,3.3
17140,3.2
17141,4.5
17142,4.8
17143,4.4
17144,3.5
17145,4.6
17146,3.8
17147,4.3
17148,4.2
17149,4.4
17150,3.7
17151,4.3
17152,3.8
17153,4.2
17154,4.6
17155,3.7
17156,4.5
17157,4.7
17158,4.3
17159,4.4
17160,4.2
17161,3.4
17162,2.7
17163,4.3
17164,4
17165,3
17166,3
17167,3
17168,0
17169,3
17170,3.1
17171,2.9
17172,0
17173,0
17174,0
17175,0
17176,0
17177,0
17178,0
17179,0
17180,0
17181,0
17182,0
17183,0
17184,0
17185,0
17186,0
17187,0
17188,2.8
17189,2.9
17190,3.9
17191,3.4
17192,3.4
17193,3.4
17194,3.3
17195,3.4
17196,2.5
17197,3.8
17198,3.9
17199,3.6
17200,4.3
17201,3.8
17202,3
17203,3.5
17204,3.5
17205,3.4
17206,3.2
17207,0
17208,3.9
17209,3.7
17210,3.7
17211,3.5
17212,4
17213,4.2
17214,4.2
17215,4.1
17216,3.9
17217,3.7
17218,2.8
17219,3.3
17220,4.6
17221,4.6
17222,4.5
17223,3.7
17224,3.7
17225,3.7
17226,3.7
17227,3.6
17228,3.9
17229,3.8
17230,3.6
17231,3.6
17232,3.9
17233,3.6
17234,3.8
17235,3.9
17236,3.9
17237,3.8
17238,3.6
17239,3.5
17240,3.9
17241,3.9
17242,3.8
17243,3.8
17244,3.7
17245,3.8
17246,3.9
17247,2.4
17248,4
17249,4.3
17250,4
17251,4
17252,4.3
17253,4.1
17254,4
17255,4
17256,4
17257,4.1
17258,4
17259,4
17260,3.1
17261,3.8
17262,3.8
17263,2.4
17264,4.2
17265,3.4
17266,3.3
17267,2.5
17268,3.8
17269,3.7
17270,3.8
17271,3.8
17272,3.9
17273,3.6
17274,3.8
17275,3.5
17276,3.5
17277,3.5
17278,2.4
17279,4.3
17280,4
17281,4.1
17282,3.2
17283,2.6
17284,2.8
17285,3
17286,2.6
17287,3.3
17288,2.8
17289,3.3
17290,3.3
17291,3.1
17292,2.5
17293,3.9
17294,3.5
17295,0
17296,2.2
17297,3.4
17298,3.1
17299,3.2
17300,2.9
17301,3
17302,2.9
17303,3.4
17304,3.2
17305,3.2
17306,3.1
17307,2.9
17308,2.9
17309,2.8
17310,3.1
17311,3.1
17312,4.6
17313,3.9
17314,3.8
17315,3.9
17316,3.8
17317,3.5
17318,3.6
17319,3.8
17320,0
17321,0
17322,0
17323,0
17324,3.8
17325,0
17326,0
17327,0
17328,0
17329,0
17330,0
17331,0
17332,0
17333,0
17334,2.5
17335,3.2
17336,3
17337,2.6
17338,3.2
17339,3.3
17340,3.1
17341,3.2
17342,3.2
17343,3.3
17344,2.8
17345,2.9
17346,3
17347,3.4
17348,3
17349,3.2
17350,3.4
17351,3.4
17352,2.7
17353,3.3
17354,3.4
17355,3.1
17356,2.5
17357,2.5
17358,3.4
17359,2.6
17360,3.1
17361,3.1
17362,3.1
17363,2.7
17364,3.4
17365,3.2
17366,3
17367,3.2
17368,3.1
17369,3.2
17370,3.4
17371,3.2
17372,2.7
17373,2.9
17374,3.3
17375,3
17376,3.2
17377,3.2
17378,2.7
17379,3.3
17380,2.8
17381,4.9
17382,3.7
17383,3.6
17384,3.5
17385,3.9
17386,3.7
17387,3.6
17388,3.5
17389,3.5
17390,3.5
17391,3.6
17392,3.8
17393,3.5
17394,3.5
17395,2
17396,2.1
17397,2.2
17398,2.2
17399,4
17400,4.3
17401,4
17402,4.3
17403,3.1
17404,3.4
17405,3.4
17406,3.7
17407,3.8
17408,3.5
17409,3.9
17410,3.8
17411,3.5
17412,3.9
17413,3.8
17414,3.9
17415,3.6
17416,3.6
17417,4.2
17418,4.4
17419,4.1
17420,4
17421,4.1
17422,4.1
17423,4.1
17424,3.4
17425,3.6
17426,3.9
17427,3.8
17428,3.1
17429,3.4
17430,2.9
17431,3.6
17432,3.8
17433,3.6
17434,3.6
17435,3.5
17436,3.5
17437,3.8
17438,4.2
17439,4.1
17440,4.1
17441,4
17442,4.4
17443,4.2
17444,4.1
17445,3.4
17446,3.6
17447,3.3
17448,3.4
17449,2.6
17450,2.6
17451,2.7
17452,2.9
17453,3.8
17454,2.6
17455,3.2
17456,3.6
17457,3.6
17458,3.8
17459,3.6
17460,4
17461,2.6
17462,2.7
17463,2.8
17464,4.6
17465,3.6
17466,3.9
17467,3.8
17468,4.1
17469,3.3
17470,2.7
17471,2.8
17472,2.8
17473,3.2
17474,3.2
17475,3.3
17476,3.4
17477,3.4
17478,4.6
17479,3.7
17480,3.6
17481,3.6
17482,3.8
17483,3.5
17484,3.5
17485,3.6
17486,3.7
17487,3.6
17488,3.9
17489,3.9
17490,3.7
17491,3.5
17492,3.6
17493,4.2
17494,4
17495,4
17496,3.1
17497,2.8
17498,3.1
17499,2.8
17500,0
17501,2.8
17502,0
17503,2.9
17504,2.7
17505,3.4
17506,2.7
17507,3.6
17508,3.6
17509,3.8
17510,3.8
17511,4
17512,3.8
17513,0
17514,2.7
17515,3.4
17516,2.8
17517,3.6
17518,2.8
17519,3.7
17520,3.7
17521,3.4
17522,3.6
17523,4.1
17524,3
17525,3
17526,3
17527,3.2
17528,2.8
17529,3.3
17530,3.3
17531,3.2
17532,3.1
17533,2.8
17534,3.4
17535,3.2
17536,2.6
17537,3.2
17538,2.8
17539,2.7
17540,2.8
17541,3.1
17542,3.1
17543,3.8
17544,3.8
17545,3.6
17546,3.7
17547,3.5
17548,3.6
17549,2.3
17550,2.4
17551,4.1
17552,3.3
17553,3.5
17554,3.7
17555,4.1
17556,3.2
17557,3
17558,3.2
17559,2.6
17560,3.7
17561,3.5
17562,2.7
17563,3.3
17564,3.4
17565,3.4
17566,2.9
17567,3.4
17568,2.9
17569,2.6
17570,3.3
17571,3.4
17572,3.1
17573,3.7
17574,3.6
17575,3.6
17576,3.6
17577,3.5
17578,3.5
17579,3.7
17580,3.7
17581,3.8
17582,2.3
17583,2.1
17584,2.3
17585,4
17586,3.3
17587,3.4
17588,3
17589,2.9
17590,3.2
17591,3.2
17592,3.2
17593,3.2
17594,2.9
17595,3.4
17596,3.2
17597,3.1
17598,3.3
17599,3.1
17600,2.9
17601,3.1
17602,2.6
17603,3
17604,3.1
17605,3
17606,3.3
17607,3.4
17608,3.4
17609,2.7
17610,2.9
17611,3.2
17612,3.1
17613,2.8
17614,3
17615,2.9
17616,3
17617,2.5
17618,3.3
17619,3
17620,2.8
17621,3.5
17622,3.6
17623,3.5
17624,0
17625,0
17626,0
17627,0
17628,0
17629,2.2
17630,3.6
17631,2.4
17632,4.1
17633,3.2
17634,3.4
17635,3.8
17636,3.5
17637,3.9
17638,3.7
17639,3.5
17640,3.5
17641,3.1
17642,3.1
17643,2.9
17644,3.2
17645,3.2
17646,3.2
17647,2.9
17648,3.2
17649,2.9
17650,3.1
17651,2.7
17652,2.5
17653,3
17654,3.1
17655,3.1
17656,3
17657,0
17658,0
17659,0
17660,0
17661,0
17662,0
17663,0
17664,0
17665,0
17666,0
17667,0
17668,0
17669,0
17670,0
17671,0
17672,0
17673,0
17674,0
17675,0
17676,0
17677,0
17678,0
17679,0
17680,0
17681,0
17682,0
17683,0
17684,0
17685,0
17686,0
17687,0
17688,0
17689,0
17690,3.2
17691,3.4
17692,3.2
17693,3.7
17694,3.7
17695,3
17696,3.1
17697,3.3
17698,2.8
17699,3.2
17700,2.8
17701,3
17702,2.8
17703,2.8
17704,3.4
17705,3
17706,3.2
17707,3.3
17708,3.7
17709,3
17710,3.2
17711,2.3
17712,3.5
17713,3.2
17714,3.1
17715,3.6
17716,2.4
17717,3
17718,3
17719,0
17720,2.8
17721,3
17722,2.9
17723,2.9
17724,3.2
17725,3.1
17726,2.8
17727,3.3
17728,3
17729,3.1
17730,3.1
17731,3.1
17732,2.8
17733,2.9
17734,3.2
17735,3.1
17736,3.4
17737,3.3
17738,3.3
17739,2.6
17740,2.7
17741,3.3
17742,3.4
17743,3.2
17744,2.9
17745,3
17746,3.1
17747,2.8
17748,3
17749,3.2
17750,2.9
17751,3.2
17752,2.7
17753,3
17754,3.1
17755,3.3
17756,2.9
17757,2.5
17758,2.8
17759,3
17760,3.5
17761,3.5
17762,0
17763,0
17764,0
17765,0
17766,0
17767,0
17768,0
17769,2.4
17770,2.4
17771,2.4
17772,3
17773,2.9
17774,2.9
17775,2.8
17776,3
17777,3.2
17778,2.9
17779,3.3
17780,2.9
17781,2.7
17782,3.5
17783,3.4
17784,0
17785,0
17786,0
17787,0
17788,0
17789,0
17790,0
17791,0
17792,0
17793,0
17794,0
17795,0
17796,0
17797,0
17798,0
17799,0
17800,0
17801,0
17802,0
17803,0
17804,3.3
17805,3.2
17806,2.7
17807,3.5
17808,0
17809,0
17810,0
17811,3
17812,0
17813,0
17814,0
17815,0
17816,0
17817,0
17818,0
17819,0
17820,3.4
17821,3.3
17822,2.9
17823,3
17824,3.3
17825,2.7
17826,3.6
17827,3.9
17828,0
17829,0
17830,0
17831,0
17832,3.3
17833,3.3
17834,3.4
17835,2.7
17836,3.3
17837,4.7
17838,4.8
17839,4.8
17840,3.9
17841,3.5
17842,3.8
17843,3.5
17844,3.6
17845,3.7
17846,3.5
17847,3.6
17848,3.8
17849,3.5
17850,3.9
17851,3.6
17852,3.9
17853,3.9
17854,3.7
17855,3.6
17856,3.9
17857,4
17858,4.4
17859,4.1
17860,4.1
17861,4.4
17862,4.1
17863,4.2
17864,4
17865,4.1
17866,4.2
17867,4.3
17868,4.4
17869,4.4
17870,3.8
17871,4
17872,3.1
17873,2.7
17874,2.7
17875,3.1
17876,3.2
17877,3.2
17878,2.9
17879,2.9
17880,3.1
17881,3.1
17882,3.1
17883,3.1
17884,2.9
17885,3.3
17886,3
17887,2.7
17888,3.1
17889,2.5
17890,3.2
17891,2.9
17892,2.8
17893,4.5
17894,3.6
17895,3.8
17896,3.5
17897,3.9
17898,3.5
17899,3.9
17900,3.5
17901,0
17902,0
17903,0
17904,0
17905,2.4
17906,4
17907,3
17908,3
17909,0
17910,0
17911,0
17912,0
17913,0
17914,0
17915,0
17916,0
17917,0
17918,0
17919,0
17920,0
17921,0
17922,0
17923,0
17924,0
17925,0
17926,0
17927,3
17928,3.2
17929,4.1
17930,3.4
17931,3.2
17932,3.2
17933,3.2
17934,3.2
17935,3.3
17936,2.9
17937,3.3
17938,2.8
17939,3.2
17940,3.1
17941,3.2
17942,3.2
17943,3.7
17944,0
17945,0
17946,0
17947,0
17948,0
17949,0
17950,0
17951,0
17952,0
17953,0
17954,0
17955,0
17956,0
17957,0
17958,0
17959,0
17960,2.4
17961,2.8
17962,3.3
17963,0
17964,0
17965,3.9
17966,2.4
17967,3.2
17968,3
17969,3.1
17970,3.3
17971,3.1
17972,3
17973,2.7
17974,3
17975,3.2
17976,3
17977,3.2
17978,3.3
17979,2.9
17980,3.2
17981,3.1
17982,2.9
17983,3
17984,3
17985,3.1
17986,2.6
17987,2.9
17988,2.8
17989,3
17990,3.6
17991,3.8
17992,3.9
17993,3.5
17994,0
17995,0
17996,0
17997,0
17998,0
17999,0
18000,0
18001,0
18002,0
18003,0
18004,0
18005,0
18006,0
18007,0
18008,0
18009,0
18010,0
18011,0
18012,0
18013,0
18014,0
18015,0
18016,0
18017,0
18018,2.2
18019,2.2
18020,2.4
18021,3.2
18022,2.8
18023,3.3
18024,3.4
18025,2.6
18026,2.8
18027,3.2
18028,3.2
18029,3.1
18030,3.7
18031,3.5
18032,3.6
18033,3.2
18034,2.8
18035,0
18036,3.4
18037,3.3
18038,3.2
18039,2.7
18040,3.6
18041,4
18042,0
18043,0
18044,0
18045,0
18046,3.4
18047,2.5
18048,3.3
18049,3.4
18050,3.3
18051,3.2
18052,3.3
18053,3.4
18054,3.4
18055,3.4
18056,3.2
18057,3.1
18058,3.4
18059,2.9
18060,2.5
18061,3.1
18062,2.6
18063,2.9
18064,2.9
18065,3.3
18066,2.8
18067,2.6
18068,3.4
18069,3.4
18070,3.7
18071,3.5
18072,3.5
18073,3.7
18074,3.9
18075,3.6
18076,3.9
18077,3.9
18078,3.5
18079,3.7
18080,3.6
18081,3.7
18082,3.5
18083,3.5
18084,2.3
18085,2.3
18086,2.4
18087,4.1
18088,0
18089,0
18090,2.8
18091,2.8
18092,3.1
18093,0
18094,0
18095,0
18096,0
18097,0
18098,3.4
18099,4.5
18100,3.3
18101,3.4
18102,3.4
18103,3.2
18104,3.8
18105,3.7
18106,3.6
18107,3.9
18108,3.5
18109,3.8
18110,3.6
18111,4
18112,4.1
18113,4.1
18114,4.2
18115,4.2
18116,4
18117,3
18118,3.3
18119,2.7
18120,3.2
18121,3.2
18122,3.4
18123,3.4
18124,2.8
18125,2.8
18126,3.7
18127,3.7
18128,3.7
18129,3.7
18130,3.7
18131,3.7
18132,3.7
