ReviewId,UserID,UserId
158,4693,17018
159,10652,12831
160,25705,13511
161,19985,10151
162,30426,14989
163,18456,14081
164,2075,17362
165,11686,17246
166,5274,10403
167,13303,12566
168,127,10083
169,15724,15078
170,17675,13318
171,28658,12398
172,10769,14249
173,4934,12947
174,26067,11989
175,19555,11648
176,20120,16940
177,29942,11839
178,8186,14737
179,25279,12880
180,2701,12335
181,17127,13698
182,11363,10324
183,29423,10489
184,27921,13104
185,9999,17744
186,29137,10146
187,3041,14428
188,18952,12041
189,11279,14192
190,26654,14872
191,30118,15141
192,8473,17848
193,22697,10197
194,17991,10241
195,18240,14967
196,24911,14972
197,11317,11867
198,20619,11848
199,25986,10036
200,4690,12502
201,16840,14751
202,23922,16775
203,22436,12138
204,25478,11887
205,2497,15547
206,31610,12158
207,945,11101
208,6526,10328
209,32353,13277
210,16333,17375
211,12007,11309
212,32481,10795
213,24455,17026
214,7239,17989
215,23914,11108
216,26,10321
217,30917,17044
218,25155,17733
219,18045,15262
220,7101,13982
221,8890,11166
222,15460,15453
223,30478,12757
224,27205,11350
225,8917,17384
226,20017,14922
227,13493,13129
228,5643,17107
229,1299,13108
230,19386,14389
231,16033,13768
232,8786,13502
233,17653,15251
234,3615,10253
235,11759,15903
236,11565,13178
237,30873,17956
238,8096,17840
239,19007,15197
240,1449,12961
241,17546,11306
242,26591,15682
243,18173,16000
244,30567,15782
245,13191,17673
246,9818,16416
247,12953,12479
248,3969,17754
249,22158,10461
250,10796,17199
251,6332,14707
252,26486,12170
253,9179,16760
254,8027,10638
255,3072,11747
256,10433,14277
257,12945,16118
258,28732,14634
259,5546,15210
260,12668,14459
261,23987,14461
262,3314,17455
263,26286,14151
264,25570,12928
265,20607,16214
266,5326,16412
267,4343,12609
268,26705,13872
269,23487,14307
270,16776,14511
271,21746,14645
272,17550,16045
273,31862,11196
274,14084,10752
275,26029,14462
276,1075,12292
277,12876,13930
278,26352,14122
279,3594,13375
280,28140,12206
281,3950,13695
282,23986,16611
283,5978,14096
284,8799,16306
285,29613,16400
286,4286,10093
287,19128,10306
288,25929,13416
289,19505,17041
290,3036,15397
291,21467,15505
292,17141,11032
293,23169,11531
294,29248,12921
295,21766,16741
296,23279,17152
297,14898,12028
298,22451,11319
299,23504,13445
300,21527,12148
301,27674,17419
302,25335,13184
303,22716,16601
304,14505,15840
305,25727,14886
306,15376,14875
307,24212,10713
308,13945,15273
309,31393,13946
310,23326,16614
311,22791,10648
312,29620,14066
313,23273,16334
314,21631,12647
315,1964,11111
316,21730,11131
317,11789,12285
318,8833,14464
319,1497,16167
320,16200,12643
321,1257,17870
322,14997,16833
323,7269,17903
324,22994,14478
325,3571,12273
326,6871,16408
327,5678,10901
328,5445,12577
329,10082,11737
330,21850,14691
331,31815,14365
332,22922,12714
333,11196,16048
334,14073,14246
335,626,16188
336,8342,15005
337,9595,12988
338,2736,15576
339,15990,13447
340,31166,17849
341,11524,15052
342,3352,13592
343,23269,13501
344,17864,12554
345,2132,13086
346,23401,14461
347,12621,10477
348,9797,11719
349,27046,10129
350,32122,16266
351,15809,13510
352,12235,16731
353,8269,14657
354,16228,10496
355,29403,11065
356,23175,13185
357,10363,16708
358,26572,13134
359,13408,13581
360,17943,17032
361,32572,16064
362,22991,17188
363,920,12607
364,18670,10998
365,25122,17703
366,16873,15333
367,8208,11731
368,4768,17993
369,29525,15057
370,13302,12283
371,32710,13819
372,22189,14616
373,2878,17844
374,29401,11396
375,3120,14051
376,7219,15897
377,3033,15746
378,635,16234
379,5042,12631
380,30347,11196
381,32597,13344
382,10106,10192
383,19226,11666
384,4926,17908
385,19162,11774
386,27411,10344
387,7217,13540
388,30753,15829
389,21877,12631
390,29091,11361
391,18769,12286
392,11755,17240
393,27322,16903
394,27663,12030
395,21109,11613
396,11399,11132
397,20359,15108
398,15379,17410
399,6850,11153
400,6725,13383
401,27169,14330
402,39,16519
403,28064,14249
404,2010,13611
405,4486,14471
406,3494,16303
407,2428,12925
408,25728,10371
409,21926,15376
410,32368,16113
411,28046,13720
412,12393,16572
413,8974,11646
414,11848,10069
415,10049,10624
416,15037,10129
417,13986,10905
418,25543,13755
419,20884,14562
420,14075,17326
421,12807,17407
422,19407,13460
423,1117,16479
424,12851,14646
425,29650,17216
426,7244,14132
427,837,17517
428,32394,14624
429,13480,15065
430,17844,15232
431,32259,10923
432,31407,14396
433,24643,14028
434,2000,17922
435,6961,11206
436,2498,15700
437,20478,12952
438,2426,16475
439,28461,10689
440,14860,16493
441,27878,13914
442,13958,11608
443,30277,17124
444,14498,16173
445,7805,10048
446,973,13341
447,15907,12099
448,18851,17046
449,12243,15590
450,2157,16701
451,13512,10473
452,18313,14896
453,26419,12815
454,18412,10092
455,13471,11938
456,26036,14149
457,999,11649
458,18659,12620
459,12505,12258
460,15905,17414
461,433,12733
462,15536,15075
463,2593,10645
464,29458,17163
465,21744,11993
466,4963,17774
467,19508,10756
468,16680,16184
469,18115,17724
470,22250,12878
471,12647,17121
472,21971,16443
473,7917,15414
474,14704,12193
475,17620,11119
476,1618,17073
477,24685,15097
478,2984,15148
479,25562,17040
480,22069,15336
481,11280,10424
482,23999,13108
483,28671,12204
484,10359,16639
485,31501,15963
486,6471,16364
487,15517,11195
488,4674,11306
489,23597,10012
490,28312,11336
491,7439,12144
492,30907,16082
493,10614,13697
494,30282,15792
495,18743,10883
496,6860,10585
497,13682,14326
498,13741,11536
499,28197,14937
500,27168,12283
501,27448,17030
502,28313,17676
503,24525,13265
504,2401,15696
505,26023,10358
506,21481,10129
507,2702,16301
508,1517,15534
509,10194,11966
510,21234,15815
511,31963,10587
512,15327,10539
513,32069,10981
514,418,12002
515,26000,10400
516,12290,10112
517,16139,12216
518,9412,16984
519,23490,11872
520,7720,14089
521,4305,10662
522,26520,10605
523,12130,16588
524,18993,15976
525,27402,15355
526,2702,10537
527,29664,14056
528,3463,13834
529,26127,13815
530,26971,12779
531,22777,10999
532,28710,16833
533,14507,15947
534,5772,12760
535,32725,14278
536,32193,16465
537,9168,10543
538,20263,12972
539,30407,16339
540,21375,14982
541,18714,10210
542,538,10160
543,22778,10648
544,1725,14978
545,13478,17215
546,24443,11340
547,1212,14071
548,20997,15765
549,27343,13945
550,27110,14452
551,13113,13443
552,28236,12997
553,4533,15923
554,29037,13822
555,15015,11560
556,21729,10605
557,12185,16447
558,16689,16660
559,7162,17977
560,25929,17793
561,1986,17712
562,14639,16709
563,6043,10068
564,28823,11055
565,23341,16733
566,22534,16950
567,30561,15860
568,28264,11361
569,861,10101
570,31701,12405
571,21420,14227
572,6917,16159
573,12215,11898
574,22610,14702
575,3650,13562
576,32515,16530
577,20568,17948
578,16604,10678
579,769,17702
580,27036,16739
581,16925,10227
582,5506,10949
583,26312,10969
584,24904,14658
585,6991,15639
586,28156,17409
587,20234,15354
588,28846,16835
589,24257,10591
590,1575,17781
591,27135,13161
592,9363,13794
593,26847,14901
594,24327,15200
595,19080,15139
596,2494,10343
597,2837,11283
598,28676,14378
599,5663,13967
600,5730,13093
601,23849,12380
602,28063,14065
603,9257,16483
604,27602,13404
605,5318,15705
606,19542,14786
607,26297,14454
608,7556,15486
609,21678,13646
610,16419,16036
611,25379,14498
612,26292,14223
613,98,14264
614,31507,14798
615,15265,10773
616,28089,13797
617,14681,15014
618,17066,12536
619,7213,16117
620,1588,15823
621,29308,12337
622,8603,14030
623,2972,13613
624,30364,17938
625,13346,12058
626,8885,14721
627,9883,10969
628,4079,17486
629,18677,16894
630,3066,12600
631,31385,14922
632,16331,10624
633,26159,15672
634,22713,10981
635,1201,16246
636,3,16993
637,30322,13971
638,13843,11506
639,23786,14079
640,3285,12843
641,21187,14762
642,11482,16793
643,26148,13470
644,31856,11515
645,3922,16095
646,18974,11795
647,17465,13676
648,23082,12561
649,18913,11508
650,28185,15272
651,8534,11341
652,6448,15285
653,22279,17097
654,1274,11557
655,31829,12665
656,30999,10229
657,2303,15666
658,2903,10476
659,8617,14120
660,14103,14089
661,778,15092
662,10795,15077
663,9028,12698
664,887,15959
665,2765,12445
666,7943,12818
667,20616,16896
668,9579,10897
669,392,14077
670,3725,14657
671,16840,14474
672,14282,12924
673,32125,11780
674,19815,16666
675,99,12558
676,5668,14732
677,16465,11258
678,19054,12056
679,25781,15953
680,3705,10220
681,20546,14037
682,20135,11093
683,26025,12534
684,3100,15257
685,26565,11706
686,11751,10877
687,5702,11713
688,23599,13422
689,23379,13971
690,7183,10725
691,22901,11846
692,30416,16826
693,7879,17417
694,11539,11956
695,9548,11058
696,4921,13261
697,28527,12126
698,11869,15935
699,4163,13301
700,15878,14610
701,32236,10538
702,27663,11827
703,26737,14283
704,9335,10966
705,32799,13169
706,6821,12587
707,9449,12070
708,11132,17255
709,15754,15581
710,16136,11618
711,2447,10426
712,27040,13399
713,31081,12508
714,19014,12866
715,728,17380
716,3551,11552
717,2931,16280
718,9143,13915
719,18371,11064
720,13145,10337
721,16961,17615
722,1251,12271
723,29899,17125
724,27856,13319
725,10305,13776
726,30487,12650
727,14590,10759
728,8134,11783
729,4759,14225
730,6863,16879
731,10797,14281
732,28912,15559
733,11713,17071
734,19629,14605
735,4871,17589
736,27415,13020
737,13165,12098
738,12255,14608
739,17380,12378
740,14437,14702
741,28570,15324
742,26799,12020
743,25716,13273
744,18172,15864
745,15464,10847
746,21148,16501
747,22570,13196
748,15194,10476
749,30781,11064
750,19141,11649
751,5040,11794
752,28809,16051
753,29052,17852
754,11166,12239
755,5920,17595
756,30259,13074
757,26476,10141
758,3955,10825
759,4843,13261
760,9394,16424
761,25786,13577
762,11697,12453
763,30322,14577
764,8293,14292
765,18812,13855
766,19524,16658
767,21272,16189
768,31023,11187
769,3628,17550
770,291,13709
771,17624,14879
772,12906,15431
773,5717,14284
774,11200,14994
775,32855,16866
776,29409,17075
777,4781,17648
778,11083,14064
779,4664,12576
780,3019,16290
781,4726,15149
782,11294,14453
783,16721,10309
784,29443,10440
785,26562,15212
786,5179,17609
787,25279,17467
788,9323,10753
789,32939,11973
790,15106,15895
791,26026,11959
792,32817,12565
793,14413,14873
794,17687,16998
795,6319,12512
796,7322,10845
797,23089,14286
798,14056,15302
799,7782,10903
800,6091,16575
801,18334,17000
802,29516,15461
803,1007,10151
804,2999,17428
805,23446,10241
806,24638,16321
807,2142,16331
808,18507,13931
809,14786,10789
810,281,13624
811,14496,16470
812,10557,12647
813,22275,10892
814,6229,17979
815,5425,14147
816,20410,10307
817,11534,10804
818,12888,11745
819,2268,13209
820,5078,15798
821,4211,11803
822,4769,14104
823,4998,13818
824,422,11825
825,10379,14038
826,21381,16950
827,10975,12809
828,13890,15174
829,827,12689
830,29044,13997
831,1430,11382
832,17255,14754
833,10033,12900
834,29045,10525
835,23296,13736
836,21585,17787
837,8234,13774
838,6318,12548
839,15684,12934
840,22437,17413
841,21213,13904
842,13776,16208
843,9206,17313
844,18676,17117
845,26000,10088
846,11047,16789
847,582,16257
848,13643,14217
849,22965,12776
850,7816,14682
851,30388,13514
852,28359,14743
853,16080,15859
854,14595,15630
855,24387,17226
856,29527,13985
857,384,14036
858,1415,14488
859,30055,17570
860,26098,12530
861,14071,10235
862,20357,13388
863,13932,12367
864,575,17667
865,8888,17813
866,28852,16889
867,9388,14165
868,20491,14110
869,10060,16327
870,32235,16991
871,3829,15687
872,19932,16292
873,15849,11526
874,19702,17726
875,13349,16181
876,10236,16170
877,15752,16086
878,27648,13897
879,25666,16626
880,16058,16445
881,17897,17052
882,31479,15354
883,90,17152
884,4187,13638
885,8069,12130
886,27076,17535
887,8708,17307
888,18414,12297
889,3504,11432
890,20801,12114
891,362,13343
892,18812,15495
893,28617,15585
894,17862,10918
895,21084,13270
896,3438,14596
897,207,11217
898,23740,10237
899,17945,15202
900,18697,10147
901,28169,14144
902,31610,16022
903,16980,16835
904,16612,14445
905,14922,12443
906,11838,10116
907,24401,15302
908,6770,16880
909,30840,11176
910,1651,11930
911,10059,17803
912,30067,12804
913,18120,11236
914,3952,14275
915,20435,11697
916,21285,14697
917,5367,12412
918,30666,16366
919,30807,11936
920,12688,14604
921,12471,17252
922,18032,12902
923,26988,13298
924,25462,17064
925,22284,12310
926,19995,12991
927,20714,13375
928,29913,13129
929,12074,15658
930,11833,14060
931,16835,15747
932,28863,15469
933,15965,11470
934,24799,13102
935,18774,16366
936,14609,15235
937,9205,17955
938,6795,11815
939,6383,17993
940,14025,15573
941,12436,15925
942,17900,10317
943,2115,11648
944,14857,11585
945,11196,16084
946,8513,15930
947,23442,10128
948,6425,15650
949,8562,17683
950,822,12959
951,20454,11789
952,24904,15503
953,9641,12253
954,24486,11801
955,2114,12560
956,20420,11577
957,31741,10351
958,25954,15004
959,16393,16957
960,25356,15544
961,16541,14005
962,17879,15307
963,11357,17837
964,27314,11615
965,30108,16325
966,24341,11562
967,7072,15484
968,32718,11851
969,31420,16114
970,107,13931
971,8818,15600
972,10998,14715
973,13335,10254
974,20080,13156
975,7407,17156
976,32730,12505
977,4675,11200
978,23821,15394
979,19876,16081
980,20803,17303
981,19897,15933
982,3983,15255
983,3606,12632
984,21996,10549
985,3827,15782
986,3968,12846
987,23536,16046
988,1504,12703
989,1664,11774
990,3077,11327
991,28063,16260
992,2211,15282
993,14781,14983
994,31841,15070
995,23531,10770
996,5597,17695
997,27561,16120
998,8008,11854
999,17716,15328
1000,11737,12008
1001,28597,13212
1002,10593,13011
1003,2166,16113
1004,30123,13448
1005,28726,17289
1006,18155,14181
1007,25995,11276
1008,944,14639
1009,23296,17596
1010,14784,14529
1011,32724,17448
1012,7184,16875
1013,11577,10958
1014,17862,12249
1015,18059,15283
1016,20510,15970
1017,15280,10453
1018,20234,17067
1019,6504,11583
1020,12136,15484
1021,18744,13978
1022,31912,14703
1023,31598,12618
1024,5785,16285
1025,1796,10034
1026,28125,16105
1027,24978,10280
1028,1092,17744
1029,13489,10107
1030,21765,10719
1031,12999,15247
1032,17932,14015
1033,23090,16437
1034,20817,14245
1035,13832,15295
1036,20142,10846
1037,3844,16954
1038,21104,13332
1039,23699,11148
1040,19160,11304
1041,32248,17179
1042,20134,16409
1043,9590,10377
1044,23891,13890
1045,11702,13849
1046,25570,12777
1047,3538,16531
1048,3939,15483
1049,20316,16893
1050,31425,13010
1051,23832,10359
1052,32015,15925
1053,14850,10260
1054,22784,12397
1055,14052,12609
1056,23220,16989
1057,26336,16011
1058,23438,14448
1059,22637,12066
1060,16660,10837
1061,2103,11298
1062,7432,12576
1063,7245,14908
1064,5571,10740
1065,721,14352
1066,11287,16419
1067,8867,16910
1068,10643,13283
1069,18863,16564
1070,30764,13363
1071,19107,10871
1072,17221,13928
1073,18717,12403
1074,27443,13103
1075,19303,14568
1076,31752,11263
1077,10491,15218
1078,16997,16267
1079,27277,15723
1080,9086,11684
1081,5907,17585
1082,10895,16424
1083,18420,14410
1084,24337,17582
1085,10697,17474
1086,20840,11071
1087,23835,12957
1088,17598,15061
1089,2236,14118
1090,29120,10806
1091,11600,13300
1092,4223,11668
1093,22712,13571
1094,19484,14613
1095,9506,17373
1096,940,15402
1097,30230,15619
1098,22742,16018
1099,24140,11346
1100,10572,16762
1101,7961,13643
1102,12442,13960
1103,2399,17922
1104,6757,17810
1105,8140,10134
1106,23275,16966
1107,25970,15098
1108,17003,15880
1109,32845,14702
1110,19595,11972
1111,31592,14064
1112,13357,13120
1113,6673,14215
1114,16305,16689
1115,23287,13804
1116,23595,14155
1117,27363,16824
1118,22973,13352
1119,6576,15635
1120,24731,13162
1121,17332,13398
1122,4335,15808
1123,23432,17810
1124,24156,14576
1125,7904,16367
1126,32278,17154
1127,29730,12707
1128,13593,17861
1129,12435,15648
1130,23836,14262
1131,17382,11327
1132,4967,17222
1133,13166,17620
1134,16990,15638
1135,23386,14816
1136,26362,17226
1137,16394,13209
1138,6706,17764
1139,1420,17522
1140,16033,11776
1141,13896,10016
1142,25505,14743
1143,929,12310
1144,1322,12532
1145,9914,16209
1146,8404,12401
1147,25085,11793
1148,8264,15088
1149,22137,12553
1150,4514,14764
1151,24864,11351
1152,24609,17087
1153,8733,10353
1154,12559,16914
1155,18840,14512
1156,32540,15693
1157,10506,15996
1158,18521,15596
1159,23113,17157
1160,9976,10730
1161,11885,11964
1162,32436,16338
1163,23870,13450
1164,21111,11245
1165,2195,14690
1166,14062,10209
1167,12370,15943
1168,14897,17589
1169,9738,14928
1170,460,16011
1171,22920,15044
1172,21141,12107
1173,431,15773
1174,28179,11657
1175,24131,16208
1176,25434,12771
1177,13507,14436
1178,21122,14635
1179,27875,15662
1180,13668,17410
1181,13170,17673
1182,21084,10127
1183,22421,10077
1184,27994,11641
1185,11897,12746
1186,7284,11888
1187,14893,17411
1188,9237,13135
1189,17516,14397
1190,29874,14102
1191,30610,12853
1192,6403,12093
1193,633,15980
1194,28898,14635
1195,9095,13733
1196,28912,16722
1197,16004,16841
1198,12003,13870
1199,31026,13289
1200,21070,15671
1201,16000,17103
1202,32469,16256
1203,7634,10852
1204,251,14669
1205,11479,10552
1206,12708,12700
1207,29026,14355
1208,18609,10482
1209,14654,11157
1210,2849,13732
1211,29156,11318
1212,19492,17635
1213,1320,14285
1214,14287,11606
1215,8356,10776
1216,26452,16187
1217,21,12724
1218,7187,12637
1219,6290,14845
1220,585,10714
1221,9503,12167
1222,29444,14404
1223,21171,16488
1224,462,14177
1225,7665,13826
1226,2794,15813
1227,28381,15942
1228,11303,13913
1229,5285,17118
1230,7516,12608
1231,25109,12986
1232,892,14643
1233,5456,10346
1234,14457,16711
1235,31823,14982
1236,24768,13610
1237,2411,13253
1238,6944,12310
1239,24217,10258
1240,24491,17925
1241,15633,16310
1242,18347,15520
1243,3629,14749
1244,4410,14968
1245,10928,11048
1246,28022,16580
1247,3416,15933
1248,23929,13930
1249,14342,10245
1250,30230,15967
1251,23772,17364
1252,19743,14290
1253,12994,10925
1254,7708,13755
1255,16606,15121
1256,25655,11450
1257,227,17363
1258,5312,14820
1259,10125,12512
1260,7911,12134
1261,28081,16692
1262,4370,11995
1263,20616,13104
1264,29257,15758
1265,1470,15797
1266,14484,11044
1267,17314,11998
1268,21847,17286
1269,20985,13721
1270,3028,16506
1271,26614,13635
1272,9811,13502
1273,10687,17820
1274,29222,11875
1275,11320,12631
1276,15020,12454
1277,9502,14318
1278,6886,12702
1279,15095,10944
1280,9597,13930
1281,11279,14863
1282,16458,10232
1283,19582,12731
1284,7768,15515
1285,9375,12995
1286,32621,11645
1287,3761,14949
1288,26464,15021
1289,20810,15539
1290,29464,17100
1291,10978,14247
1292,31756,17885
1293,21645,10400
1294,8004,16132
1295,23632,17084
1296,7439,10859
1297,22959,17668
1298,20275,15706
1299,27072,16609
1300,6460,12421
1301,15826,14983
1302,15948,11341
1303,8219,11928
1304,1798,17028
1305,18140,12699
1306,7492,13552
1307,5516,16280
1308,4294,17423
1309,9133,14068
1310,12242,11942
1311,5740,14292
1312,17718,13789
1313,30316,10663
1314,6315,15725
1315,27532,14374
1316,32642,11289
1317,3370,13854
1318,10324,14032
1319,30318,10968
1320,9838,12702
1321,9611,14518
1322,20910,12800
1323,9081,14031
1324,18162,16481
1325,17116,12917
1326,30228,13438
1327,16335,10069
1328,5483,12590
1329,25613,14891
1330,30504,17071
1331,25444,15169
1332,5467,13003
1333,1861,13540
1334,9323,14481
1335,13421,12933
1336,30720,12857
1337,13548,10886
1338,32363,15949
1339,17219,13460
1340,218,15064
1341,1314,16654
1342,27438,14178
1343,8091,11182
1344,31350,12138
1345,7257,15073
1346,19301,11201
1347,29955,17801
1348,28088,12720
1349,31345,16466
1350,18869,11960
1351,26682,15134
1352,24157,15728
1353,13064,17327
1354,20646,10822
1355,16756,10957
1356,1046,10200
1357,3091,11400
1358,6998,13133
1359,5586,11693
1360,20400,16957
1361,24526,17917
1362,18760,10917
1363,802,16052
1364,20649,14780
1365,16548,10563
1366,27406,16332
1367,10376,11648
1368,16493,13889
1369,8660,16115
1370,11398,16060
1371,20529,16704
1372,7782,13414
1373,23184,13902
1374,17287,15189
1375,24895,12545
1376,20202,10611
1377,14275,10705
1378,30213,11898
1379,23014,13977
1380,1326,14148
1381,20334,11569
1382,13890,14648
1383,22017,11178
1384,30441,11848
1385,26862,13812
1386,7717,11807
1387,10962,12115
1388,5531,16037
1389,26958,16172
1390,21711,15029
1391,11317,13305
1392,13308,11705
1393,13701,12048
1394,32927,11264
1395,751,13549
1396,25577,16252
1397,4748,14776
1398,17472,16066
1399,26000,10810
1400,26889,12609
1401,29822,10101
1402,18944,16258
1403,24570,10318
1404,20381,11931
1405,28052,17034
1406,5689,17476
1407,8357,14211
1408,32158,10204
1409,13332,14027
1410,27605,14874
1411,12849,16200
1412,14817,11321
1413,19093,10321
1414,13770,16851
1415,3063,15920
1416,26861,13769
1417,20682,12696
1418,26269,13330
1419,4085,17751
1420,14773,10092
1421,25233,17525
1422,2314,12603
1423,31260,13997
1424,15321,11529
1425,2558,14966
1426,9298,16262
1427,5599,16416
1428,1447,15855
1429,18529,13912
1430,12501,11189
1431,22113,15082
1432,16215,11933
1433,26904,13407
1434,19319,11042
1435,30907,17908
1436,14460,13149
1437,1362,14678
1438,11519,17970
1439,778,12389
1440,29998,16074
1441,27754,16931
1442,1658,17958
1443,26193,15244
1444,15396,13043
1445,31580,11718
1446,14271,17040
1447,15536,17126
1448,1086,15512
1449,5223,11118
1450,19691,14370
1451,31497,13836
1452,14521,12753
1453,18199,15160
1454,15484,13729
1455,13074,11068
1456,22852,14030
1457,901,16325
1458,16827,15417
1459,30284,11586
1460,19272,16697
1461,14006,11254
1462,30883,10603
1463,16727,14210
1464,15020,10040
1465,30549,12935
1466,10830,12706
1467,10864,17637
1468,14206,11086
1469,9749,14661
1470,18366,15971
1471,12504,14494
1472,25317,12129
1473,9464,12909
1474,24505,10721
1475,4706,10456
1476,5459,17750
1477,93,17187
1478,11021,10672
1479,9584,16318
1480,19632,17176
1481,31073,10635
1482,18963,13394
1483,13866,15654
1484,11290,11448
1485,14661,16200
1486,17321,12462
1487,23573,15771
1488,15145,13807
1489,25063,13199
1490,29047,14942
1491,8812,16645
1492,1214,10430
1493,13424,16039
1494,18235,15911
1495,19542,10423
1496,16252,10422
1497,23057,13247
1498,9504,12228
1499,17107,15765
1500,5199,11668
1501,6011,17771
1502,9177,11035
1503,24892,16160
1504,21360,10052
1505,16722,10941
1506,4604,12241
1507,12374,13472
1508,31722,11782
1509,31964,10556
1510,24121,13817
1511,12715,12141
1512,14639,12782
1513,7532,11524
1514,20106,14567
1515,15517,14105
1516,16756,16069
1517,16998,15033
1518,27460,17187
1519,23880,13245
1520,30676,14350
1521,19510,16873
1522,28715,17977
1523,18659,16543
1524,9176,13027
1525,29266,15550
1526,1260,13038
1527,7530,17277
1528,4515,10621
1529,248,12060
1530,11235,15309
1531,13363,16056
1532,6875,11793
1533,9581,14237
1534,26109,10975
1535,27578,11488
1536,3163,12952
1537,14476,16934
1538,18344,16056
1539,7564,11672
1540,2142,11880
1541,28743,16486
1542,29407,16814
1543,16964,10214
1544,10119,16894
1545,19036,13547
1546,4418,10725
1547,21606,10073
1548,988,10205
1549,3519,16544
1550,946,12166
1551,12150,10455
1552,27144,11471
1553,6280,10087
1554,3113,13390
1555,16628,12354
1556,32503,12746
1557,4721,17295
1558,26760,16450
1559,24246,13319
1560,24300,16302
1561,21191,13810
1562,29402,10689
1563,29329,17219
1564,8054,14891
1565,6746,17710
1566,8526,10161
1567,3238,13009
1568,14722,10496
1569,23674,10174
1570,28930,11099
1571,13013,15412
1572,6354,16670
1573,2032,12148
1574,27026,10515
1575,30817,11294
1576,7163,17835
1577,230,15957
1578,5352,16016
1579,24176,17051
1580,21724,12578
1581,32284,15761
1582,11094,16282
1583,22116,15005
1584,25866,14679
1585,14688,17501
1586,16743,17697
1587,32571,17444
1588,3673,16600
1589,24601,11823
1590,25931,17577
1591,27008,12618
1592,15796,11311
1593,9672,15253
1594,27617,12323
1595,10971,15976
1596,17357,10757
1597,28356,14323
1598,310,15000
1599,23588,16873
1600,22657,15969
1601,2432,12375
1602,196,11582
1603,13207,11817
1604,10923,16269
1605,31475,15035
1606,16671,15981
1607,4900,11337
1608,27328,14745
1609,10820,11030
1610,28233,12011
1611,11199,14994
1612,8202,14521
1613,26816,10079
1614,20188,14115
1615,25599,17731
1616,20870,15241
1617,11050,13791
1618,19903,14965
1619,29317,13816
1620,28857,17713
1621,9837,13617
1622,28698,14183
1623,21202,10937
1624,16487,17188
1625,22833,11033
1626,25356,11832
1627,18773,15709
1628,27667,16706
1629,7816,13823
1630,1740,12053
1631,16352,13529
1632,31899,17758
1633,27459,12103
1634,16068,11557
1635,17790,10602
1636,32163,11801
1637,11342,17293
1638,18177,15807
1639,24619,12698
1640,18442,17005
1641,28620,17538
1642,25255,17595
1643,9143,15729
1644,16434,17542
1645,20344,14942
1646,25578,11750
1647,20841,10172
1648,24688,16906
1649,13330,14849
1650,25295,13839
1651,13813,12211
1652,11219,16122
1653,21082,16042
1654,19736,15102
1655,29633,16649
1656,31329,17712
1657,14597,16338
1658,17007,12932
1659,22362,13077
1660,1261,11016
1661,1153,10854
1662,16330,12526
1663,13525,12568
1664,1989,16988
1665,32094,10144
1666,20236,17619
1667,20532,15146
1668,20832,16103
1669,26066,10433
1670,7429,11853
