Ponce School of Medicine and Health Sciences,P.O. Box 7004,Ponce,PR,732,
University of Puerto Rico - Cayey,Antonio R. Barcelo Avenue,Cayey,PR,736,
Puerto Rico Barber College,Avenida General Valero #300 Altos,Fajardo,PR,738,
MyrAngel Beauty Institute,Calle Munoz Rivera #57 Sur,San Lorenzo,PR,754,
Educational Technical College - Coamo,Calle Ramon Power #5,Coamo,PR,769,
Hispanic American College,Carr#189 Km 6.0,Gurabo,PR,778,
Richport Technical College,Carr #189 Km 6.0,Gurabo,PR,778,
American Technical Institute,Ave Castiglioni U-27 Bayamon Gardens,Bayamon,PR,782,
D'Mart Institute - Corozal,Carreterra 159 Km 1.5 Desvio Corozal,Corozal,PR,783,
Serbia's School of Beauty Culture,Calle Vicente Pales #23 Oeste,Guayama,PR,784,
Inter American University of Puerto Rico Guayama,Call Box 10004,Guayama,PR,785,
Serbia's Technical College,Calle Hostos Esquina Vicente Pales #27,Guayama,PR,785,
Ryder Memorial School for Practical Nursing,Calle Font Martelo #355,Humacao,PR,791,
Industrial Technical College,No 16 Carreras St,Humacao,PR,791,
Universal Career Community College - Humacao,#6 Antonio Lopez St.,Humacao,PR,791,
International Junior College - Humacao,55 Font Mortelo,Humacao,PR,791,
Humacao Community College,Georgetti St. #69,Humacao,PR,792,
University of Puerto Rico - Humacao,Avenida Jose E. Aguiar Aramburu  Carretera 908 Km 1.2,Humacao,PR,792,
D'Mart Institute,Carr 156 Km 17.1 Bo Honduras Ste 215 Centro Comerc IAL,Barranquitas,PR,794,
Emma's Beauty Academy,101 Carreterra 592,Juana Diaz,PR,795,
Universal Career Community College - Santurce,Avenue Fernandez Juncos 1902,Santurce,PR,902,
Conservatory of Music of Puerto Rico,Ave. Ponce de Le?n 951,San Juan,PR,907,
University of the Sacred Heart,PO Box 12383,San Juan,PR,907,
Academia Maison D'Esthetique,Ave. Ponce deLeon #904,Santurce,PR,907,
Century College,1316 Avenida Ponce de Leon esquin Hipodromo #600,San Juan,PR,907,
Antilles College of Health,1911 Cayey Street,Santurce,PR,909,
International Junior College,1315 Ponce de Leon Ave 6th Floor,San Juan,PR,909,
Allegro Music College,1851 Ponce de Leon,Santurce,PR,909,
Ramirez College of Business & Technology - San Juan,P.O. Box 195460,San Juan,PR,910,
Instituto de Banca y Comercio - San Juan,602 Barbosa  Avenue,San Juan,PR,917,
Puerto Rico Technical Junior College Inc,Ponce de Leon Ave #703 Hato Rey,San Juan,PR,917,
Escuela Hotelera de San Juan,229 Guayama St,Hato Rey,PR,917,
Instituto de Banca y Comercio - Hato Rey,61 Ponce De Leon Avenue,Hato Rey,PR,917,
Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas  Ind. Park,San Juan,PR,918,
BR Global Learning,307 Roosevelt Avenue,Hato Rey,PR,918,
Colegio Tecnico Metropolitano,Avenida F D Roosevelt 1251 Puerto Nuevo,San Juan,PR,920,
PR Technological Institute San Juan Campus,Calle Alegria Final Urb las Virtudes,San Juan,PR,924,
Evangelical Seminary of Puerto Rico,776 Ponce De Leon,San Juan,PR,925,
American Technological College,Arzuaga #112 Medina Ctr 1105,San Juan,PR,925,
Mech-Tech College dba Ramirez College of Business and Technology,Ponce De Leon #1057,Rio Piedras,PR,926,
Caribbean Forensic and Technical College,Paseo de Diego St #5 2nd & 3rd Floor,Rio Piedras,PR,926,
Cambridge Technical Institute,1058 Avenue Ponce de Leon,San Juan,PR,926,
Neo-Esthetique  European Institute,Avenida Winston Churchill #305 Urbanizacion El Sen,Rio Piedras,PR,926,
Puerto Rico Department of Health,P.O. Box 70184,San Juan,PR,936,
Global Institute,P.O. Box 361290,San Juan,PR,936,
Carib Technological Institute,PMB 407 Calle 39 UU-1 Santa Juanita,Bayamon,PR,956,
Inter American University of Puerto Rico Bayamon,500 Road 830,Bayamon,PR,957,
Inter American University of Puerto Rico School of Law,P. O. Box 70351,Bayamon,PR,957,
Automeca Technical College,Carr.No.2 Km14.0 Hato Tejas,Bayamon,PR,957,
World Training Academy,M-4 F Street,Bayamon,PR,957,
Professional Technical Institution,Calle Comerio Final 20.5  La Aldea,Bayamon,PR,959,
Bayamon Community College,17 Maceo St,Bayamon,PR,959,
Community Vocational School Tomas C. Ongay,Apartado 254,Bayamon,PR,959,
Nova College de Puerto Rico,137 Dr. Veve St.,Bayamon,PR,960,
American Educational College - Bayamon,45 Santa Cruz Street,Bayamon,PR,961,
Modern Hairstyling Institute - Bayamon,Betances #20 Corner Degetau,Bayamon,PR,961,
National University College - Bayamon,PO Box 2036,Bayamon,PR,961,
International Junior College,Calle Baldorioty # 1,Bayamon,PR,961,
Advance Tech College,53 Barbosa Street,Bayamon,PR,961,
Leston College,Calle Dr Veve #52,Bayamon,PR,961,
Centro de Estudios Multidisciplinarios - Bayamon,19 & 25 Degetau Street,Bayamon,PR,961,
D'Mart Institute - Vega Alta,The Gallery at Gran Cabibe Carr. #2 Km 29.7,Vega Alta,PR,962,
Atlantic Universty College,Colton St. # 9,Guaynabo,PR,970,
Atlantic University College,Colton St. # 9,Guaynabo,PR,970,
Sistema Universitario Ana G Mendez,P.O. Box 2010,Carolina,PR,984,
Community Vocational School Carlos F. Daniels,P. O. Box 7889,Carolina,PR,986,
University of Massachusetts Amherst,181 Presidents Drive,Amherst,MA,1003,
University of Massachusetts Center for Counseling and Psychological Health Psychology Internship,127 Hills North,Amherst,MA,1003,
College of Our Lady of the Elms,291 Springfield St,Chicopee,MA,1013,
Porter and Chester Institute - Chicopee,134 Dulong Circle,Chicopee,MA,1022,
Holyoke Community College,303 Homestead Ave,Holyoke,MA,1040,
Jolie Hair and Beauty Academy,44 Sewall Street,Ludlow,MA,1056,
Smith College,College Hall 201,Northampton,MA,1063,
Carson Center for Adults and Families,77 Mill Street,Westfield,MA,1085,
Kay Harvey Academy of Hair Design,11 Central St,West Springfield,MA,1089,
Mansfield Beauty Schools,266 Bridge St,Springfield,MA,1103,
School Street Counseling Institute/ Behavioral Health Network,110 Maple St.,Springfield,MA,1105,
Bay Path University,588 Longmeadow Street,Longmeadow,MA,1106,
American International  College,1000 State Street,Springfield,MA,1109,
Baystate Medical Center,280 Chestnut Street,Springfield,MA,1199,
Berkshire Medical Center Dental General Practice Residency 12 Months,725 North Street,Pittsfield,MA,1201,
Williams College,880 Main St,Williamstown,MA,1267,
Montachusett Regional Vocational Technical School,1050 Westminster Street,Fitchburg,MA,1420,
Federal Medical Center - Devens,P.O. Box 880,Devens,MA,1432,
Jolie Health and Beauty Academy,44 Sewall Street,Ludlow,MA,1506,
Southern Worcester Regional Vocational School District,57 Old Muggett Road,Charlton,MA,1507,
Technology Learning Center,11 Buffum Dam Road,Oxford,MA,1540,
Central Mass School of Message & Therapy,200 Main Street,Spencer,MA,1562,
Salter College,186 West Boylston Street,West Boylston,MA,1583,
Toni & Guy Hairdressing Academy - Worchester,6 Park Avenue,Worcester,MA,1603,
Bancroft School of Massage Therapy,333 Shrewsbury St,Worcester,MA,1604,
Community Healthlink Youth and Family Services,275 Belmont Street,Worcester,MA,1604,
Worcester Technical High School,One Skyline Drive,Worcester,MA,1605,
Porter and Chester Institute,220 Brooks St.,Worcester,MA,1606,
Porter and Chester Institute,220 Brooks Street,Worchester,MA,1606,
Saint Vincent Hospital at Worcester Medical Center,123 Summer St,Worcester,MA,1608,
Rob Roy Academy,150 Pleasant St,Worcester,MA,1609,
University of Massachusetts - Worcester,55 Lake Avenue North,Worcester,MA,1655,
University of Massachusetts Medical School Residency in Clinical Health Psychology,55 Lake Avenue North,Worcester,MA,1655,
University of Massachusetts Medical School General Practice Residency 12 Months,55 Lake Avenue North,Worcester,MA,1655,
Empire Beauty School - Framingham,624 Worcester Road,Framingham,MA,1701,
American Career Institute - Framingham,125 Newbury Street,Framingham,MA,1701,
MassBay Community College,19 Flagg Drive,Framingham,MA,1702,
Joseph P. Keefe Technical School,750 Winter Street,Framingham,MA,1702,
National Aviation Academy of New England,150 Hanscom Drive,Bedford,MA,1730,
Edith Nourse Rogers Memorial Veterans Hospital,200 Springs Road,Bedford,MA,1730,
Assabet Valley Regional Technical School,215 Fitchburg St,Marlborough,MA,1752,
Massachusetts International Academy,280 Locke Drive,Marlborough,MA,1752,
Catherine Hinds Institute of Esthetics,300 Wildwood Avenue,Woburn,MA,1801,
Porter and Chester Institute,8 Presidential Way,Woburn,MA,1801,
Massachusetts School of Law,500 Federal St,Andover,MA,1810,
Greater Lawrence Technical School,57 River Road,Andover,MA,1810,
Shawsheen Valley School of Practical Nursing,100 Cook Street,Billerica,MA,1821,
Northpoint Bible College,320 S. Main Street,Haverhill,MA,1835,
Merrimack College,315 Turnpike St. A21,North Andover,MA,1845,
University of Massachusetts - Lowell,1 University Ave,Lowell,MA,1854,
EINE Inc,1501 Main St Ste 50,Tewksbury,MA,1876,
Greater Lowell Technical High School,250 Pawtucket Boulevard,Tyngsboro,MA,1879,
Marian Court College,35 Littles Point Rd,Swampscott,MA,1907,
Endicott College,376 Hale St,Beverly,MA,1915,
Montserrat College of Art,23 Essex St,Beverly,MA,1915,
Montessori Institute - New England,243 Essex Street,Beverly,MA,1915,
Spa Tech Institute - Ipswich,126 High St,Ipswich,MA,1938,
North Shore Technical High School,30 Logbridge Road,Middleton,MA,1949,
Reseda Community Adult School,18230 Kittridge Street,Reseda,CA,1969,
Salem State University,352 Lafayette St,Salem,MA,1970,
Jordan-Locke Community Adult School,325 East 111th Street,Los Angeles,CA,1977,
Gordon-Conwell Theological Seminary,130 Essex St,South Hamilton,MA,1982,
Gordon College,255 Grapevine Rd,Wenham,MA,1984,
Bay State School of Technology,225 Turnpike St,Canton,MA,2021,
Blue Hills Regional Technical School,800 Randolph St,Canton,MA,2021,
Porter & Chester Institute - Canton,5 Campanelli Circle,Canton,MA,2021,
Tri-County Regional Vocational Technical School,147 Pond Street,Franklin,MA,2038,
Wellness Workdays,PO Box 543,Hingham,MA,2043,
Priority Nutrition Care,PO Box 148,Hingham,MA,2043,
Fine Mortuary College,150 Kerry Place,Norwood,MA,2062,
Suffolk University,73 Tremont Street,Boston,MA,2108,
Tufts University School of Dental Medicine General Practice Residency 12 Months,One Kneeland Street,Boston,MA,2111,
Tufts University School of Dental Medicine Predoctoral Internship,One Kneeland Street,Boston,MA,2111,
Tufts University School of Dental Medicine Advanced Education in General Dentistry 12 Months,One Kneeland Street,Boston,MA,2111,
North Bennet Street School,150 North St.,Boston,MA,2113,
Ophthalmic Consultants of Boston Residency in Ocular Disease,50 Standiford St.,Boston,MA,2114,
Massachusetts Eye & Ear Infirmity Residency in Ocular Disease & Cornea/Contact Lenses,243 Charles St.,Boston,MA,2114,
LAL Boston,225 Friend Street,Boston,MA,2114,
Emmanuel College,400 The Fenway,Boston,MA,2115,
The New England Conservatory of Music,290 Huntington Ave,Boston,MA,2115,
New England College of Optometry,424 Beacon St,Boston,MA,2115,
Northeastern University,360 Huntington Ave,Boston,MA,2115,
Wentworth Institute of Technology,550 Huntington Ave,Boston,MA,2115,
Bay State College,122 Commonwealth Avenue,Boston,MA,2116,
Butera School of Art,111 Beacon St,Boston,MA,2116,
Fisher College,118 Beacon St,Boston,MA,2116,
Benjamin Franklin Institute of Technology,41 Berkeley St,Boston,MA,2116,
New England School of Law,154 Stuart St,Boston,MA,2116,
Empire Beauty School - Boston,867 Boylston Street,Boston,MA,2116,
Community Music Center of Boston,34 Warren Avenue,Boston,MA,2116,
Sanford-Brown College - Boston,126 Newbury Street,Boston,MA,2116,
Boston Medical Center Dental General Practice Residency 12 Months,818 Harrison Avenue,Boston,MA,2118,
Dimock Community Health Center Residency in Community Health Optometry,Eye Care Services 55 Dimock Street,Roxbury,MA,2119,
Dorchester House Residency in Community Health Optometry,1353 Dorchester Avenue,Dorchester,MA,2122,
Jupiter Beauty Academy,95 Freeport Street,Boston,MA,2122,
Showa Boston Institute for Language and Culture,420 Pond Street,Boston,MA,2125,
Kaplan Career Institute - Charlestown,570 Rutherford Ave,Charlestown,MA,2129,
VA Boston Healthcare System - Jamaica Plain,150 South Huntington Avenue,Boston,MA,2130,
Hebrew SeniorLife/Hebrew Rehabilitation Center,1200 Centre Street,Boston,MA,2131,
Boston School of Modern Language,814 South Street,Roslindale,MA,2131,
VA Boston Healthcare System - West Roxbury,1400 VFW Parkway,West Roxbury,MA,2132,
Approach International Student Center,196 Harvard Avenue #2,Allston,MA,2134,
Saint John's Seminary,127 Lake St,Brighton,MA,2135,
Franciscan Hospital for Children,30 Warren Street,Boston,MA,2135,
EF International Schools of English,200 Lake Street,Boston,MA,2135,
Boston International Academy,1642 Commonwealth Avenue,Brighton,MA,2135,
Cambridge College,1000 Massachusetts Ave,Cambridge,MA,2138,
Harvard University,Massachusetts Hall,Cambridge,MA,2138,
Longy School of Music,One Follen St,Cambridge,MA,2138,
Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,MA,2138,
Cambridge Health Alliance,1493 Cambridge Street,Cambridge,MA,2139,
The Cambridge School of Culinary Arts,2020 Massachusetts Avenue,Cambridge,MA,2140,
Hult International Business School,One Education Street,Cambridge,MA,2141,
Empire Beauty School - Malden,384 Main St,Malden,MA,2148,
A Better Tomorrow Services Health Training,153 B Main Street,Everett,MA,2149,
Soldier's Home in Massachusetts,91 Crest Avenue,Chelsea,MA,2150,
The Elizabeth Grady School of Esthetics & Massage Therapy,222 Boston Avenue,Medford,MA,2155,
Regis College - Medford,170 Governors Avenue,Medford,MA,2155,
Mansfield Beauty Schools,200 Parking Way,Quincy,MA,2169,
Massachusetts School of Barbering,64 Ross Way,Quincy,MA,2169,
Quincy College,1250 Hancock Street,Quincy,MA,2169,
Laboure College,303 Adams Street,Milton,MA,2186,
Berklee College of Music,1140 Boylston St MS-1140 OP,Boston,MA,2215,
The Boston Conservatory,8 the Fenway,Boston,MA,2215,
New England School of Photography,537 Commonwealth Ave,Boston,MA,2215,
Kaplan Career Institute - Boston,540 Commonwealth Avenue,Boston,MA,2215,
ASC English School,1106 Commonwealth Avenue,Boston,MA,2215,
Target International Student Center,1105 Commonwealth Ave,Boston,MA,2215,
Spa Tech Institute - Plymouth,59 Industrial Park Rd,Plymouth,MA,2360,
Southeastern Technical Institute,250 Foundry Street,South Easton,MA,2375,
LaBaron Hairdressing Academy,240 Liberty St,Brockton,MA,2401,
Minuteman Career & Technical High School,758 Marrett Road,Lexington,MA,2421,
Newbury College,129 Fisher Ave,Brookline,MA,2445,
The New England Institute of Art,10 Brookline Place West,Brookline,MA,2445,
Boston Graduate School of Psychoanalysis Inc,1581 Beacon St,Brookline,MA,2446,
Sodexo Health Care Services Distance Education,309 Waverley Oaks Road,Waltham,MA,2452,
New England School of Acupuncture Inc,150 California Street,Newton,MA,2458,
New England Montessori Teacher Education Center,47 Walnut Park,Newtown,ME,2458,
William James College,1 Wells Avenue,Newton,MA,2459,
Mount Ida College,777 Dedham Street,Newton Centre,MA,2459,
Boston College,140 Commonwealth Ave,Chestnut Hill,MA,2467,
Pine Manor College,400 Heath St,Chestnut Hill,MA,2467,
Cortiva Institute - Boston,103 Morse Street,Watertown,MA,2472,
Montessori Elementary Teacher Training Collaborative,108 Churchill Avenue,Arlington,MA,2476,
Upper Cape Cod Regional Technical School,220 Sandwich Road,Bourne,MA,2532,
Diman Regional Technical Institute - School of Practical Nursing,251 Stonehaven Rd,Fall River,MA,2723,
LaBaron Hairdressing Academy,281 Union St,New Bedford,MA,2740,
J & J Driving School and Logistics,978 Nash Rd.,New Bedford,MA,2746,
Wheaton College,26 E Main St,Norton,MA,2766,
MotoRing Technical Training Institute (MTTI),1241 Fall River Avenue,Seekonk,MA,2771,
Bristol - Plymouth Regional Technical School,940 County Street,Taunton,MA,2780,
Mater Ecclesiae College,60 Austin Avenue,Greenville,RI,2828,
International Yacht Restoration School,449 Thames St,Newport,RI,2840,
New England Tractor Trailer Training School of RI,600 Moshassuck Valley Industrial Hwy,Pawtucket,RI,2860,
Newport School of Hairdressing,226 Main Street,Pawtucket,RI,2860,
Sawyer School - Pawtucket,101 Main St,Pawtucket,RI,2860,
Rob Roy Academy,251 Main Street,Woonsocket,RI,2895,
Rhode Island School of Design,2 College St,Providence,RI,2903,
IMEDIA,400 Westminster Street,Providence,RI,2903,
St Joseph School of Nursing,200 High Service Ave,North Providence,RI,2904,
Rhode Island College,600 Mount Pleasant Ave,Providence,RI,2908,
Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease,623 Atwells Ave.,Providence,RI,2909,
Brown University,Prospect St,Providence,RI,2912,
Providence College,1 Cunningham Square,Providence,RI,2918,
Toni & Guy Hairdressing Academy - Cranston,1400 Oaklawn Avenue,Cranston,RI,2920,
Aveda Institute Rhode Island,379 Atwood Avenue,Cranston,RI,2920,
Continental Academie of Hair Design,102 Derry St,Hudson,NH,3051,
New Hampshire Institute for Therapeutic Arts,153 Lowell Rd,Hudson,NH,3051,
Thomas More College of Liberal Arts,6 Manchester St,Merrimack,NH,3054,
Rivier University,420 South Main St,Nashua,NH,3060,
Saint Joseph School of Nursing,5 Woodward Ave,Nashua,NH,3060,
Manchester Community College,1066 Front Street,Manchester,NH,3102,
Continental Academie of Hair Design,228 Maple Street,Manchester,NH,3103,
New Hampshire Institute of Art,148 Concord Street,Manchester,NH,3104,
Manchester VAMC Residency in Ocular Disease,Eye Clinic (112) 718 Smyth Road,Manchester,NH,3104,
Veterans Affairs Medical Center - Manchester Dental General Practice Residency 12 Months,718 Smyth Road (160),Manchester,NH,3104,
Southern New Hampshire University,2500 N River Rd,Manchester,NH,3106,
Michael's School of Hair Design & Esthetics,73 South River Road,Bedford,NH,3110,
Laird Institute of Spa Therapy,981 Second Street,Bedford,NH,3110,
New England College,24 Bridge St,Henniker,NH,3242,
Empire Beauty School - Laconia,556 Main Street,Laconia,NH,3246,
Lakes Region Community College,379 Belmont Road,Laconia,NH,3246,
Northeast Catholic College,511 Kearsage Mountain Road,Warner,NH,3278,
Keene Beauty Academy,800 Park Ave,Keene,NH,3431,
New Hamsphire Community Technical College-Berlin,2020 Riverside Road,Berlin,NH,3570,
White Mountains Community College,2020 Riverside Drive,Berlin,NH,3570,
Dartmouth College,207 Parkhurst Hall,Hanover,NH,3755,
Lebanon College,15 Hanover Street,Lebanon,NH,3766,
Upper Valley Educators Institute,194 Dartmouth College Highway,Lebanon,NH,3766,
Great Bay Community College,320 Corporate Drive,Portsmouth,NH,3801,
McIntosh College,23 Cataract Ave,Dover,NH,3820,
Seacoast Center for Education,146 High Street,Stratham,NH,3840,
Empire Beauty School - Somersworth,362 Route 108,Somersworth,NH,3878,
University of New England,11 Hills Beach Rd,Biddeford,ME,4005,
Birthwise Midwifery School,24 South High Street,Bridgton,ME,4009,
New Hampshire Institute for Therapeutic Arts,27 Sandy Creek Road,Bridgton,ME,4009,
Pierre's School of Cosmetology,913 Main Street,Sanford,ME,4073,
York County Community College,112 College Drive,Wells,ME,4090,
Mercy Hospital,144 State St,Portland,ME,4101,
Empire Beauty School - Portland,319 Marginal Way,Portland,ME,4101,
Maine College of Art,522 Congress Street,Portland,ME,4101,
Institute for Doctoral Studies in the Visual Arts,795 Congress Street,Portland,ME,4102,
University of Southern Maine,96 Falmouth St,Portland,ME,4104,
Maine Montessori Institute,161 Field Road,Falmouth,ME,4105,
Andover College,265 Western Avenue,South Portland,ME,4106,
Southern Maine Community College,2 Fort Road,South Portland,ME,4106,
New England Bible College,879 Sawyer St.,South Portland,ME,4116,
Bates College,2 Andrews Road,Lewiston,ME,4240,
Maine College of Health Professions,70 Middle Street,Lewiston,ME,4240,
Central Maine Medical Center,300 Main Street,Lewiston,ME,4240,
Togus VA Medical Center Residency in Primary Eye Care,1 VA Center,Augusta,ME,4330,
Capilo Institute,43 Bridge Street,Augusta,ME,4330,
Togus VA Medical Center Residency in Clinical Psychology,1 VA Center,Togus,ME,4330,
VA Maine Healthcare System,1 VA Center,Augusta,ME,4330,
Beal College,99 Farm Road,Bangor,ME,4401,
Eastern Maine Community College,354 Hogan Road,Bangor,ME,4401,
New England School of Communications,1 College Circle,Bangor,ME,4401,
Penobscot Community Health Center - Dental Service General Practice Residency 12 Months,1048 Union Street,Bangor,ME,4401,
Westlawn Institute of Marine Technology,243 Washington Street,Bath,ME,4530,
College of the Atlantic,105 Eden St,Bar Harbor,ME,4609,
Washington County Community College,One College Drive,Calais,ME,4619,
University of Maine at Machias,116 O'Brien Ave,Machias,ME,4654,
University of Maine at Fort Kent,23 University Drive,Fort Kent,ME,4743,
Northern Maine Community College,33 Edgemont Drive,Presque Isle,ME,4769,
Colby College,4000 Mayflower Hill,Waterville,ME,4901,
Thomas College,180 W River Rd,Waterville,ME,4901,
Mid - Maine Technical Center,3 Brooklyn Avenue,Waterville,ME,4901,
Waldo County Technical Center,1022 Waterville Road,Waldo,ME,4915,
Fuller Circles School for Therapeutic Massage,169 Rice Rips Rd.,Oakland,ME,4963,
Unity College,90 Quaker Hill Road,Unity,ME,4988,
White River Junction VA Medical Center,215 North Main Street 163 Veterans Drive (GPS),White River Junction,VT,5009,
SIT,Kipling Rd,Brattleboro,VT,5302,
Landmark College,19 River Rd South,Putney,VT,5346,
Burlington College,95 North Ave,Burlington,VT,5401,
Fletcher Allen Health Care Dental General Practice Residency 12 Months,One South Prospect Street,Burlington,VT,5401,
Saint Michaels College,One Winooski Park,Colchester,VT,5439,
National Midwifery Institute,P.O. Box 128,Bristol,VT,5443,
New England Culinary Institute at Essex,5 Franklin Street,Essex Junction,VT,5452,
Center for Technology - Essex,3 Education Drive,Essex Junction,VT,5452,
The Salon Professional Academy - Williston,400 Cornerstone Drive Suite 220,Williston,VT,5495,
New England Culinary Institute,56 College Street,Montpelier,VT,5602,
Woodbury College,660 Elm St,Montpelier,VT,5602,
Vermont College of Fine Arts,36 College Street,Montpelier,VT,5602,
New England School of Radiologic Technology,160 Allen St,Rutland,VT,5701,
Castleton State College,62 Alumni Dr,Castleton,VT,5735,
Middlebury College,Old Chapel,Middlebury,VT,5753,
Sterling College,16 Sterling Drive,Craftsbury Common,VT,5827,
Bristol Technical Education Center,431 Minor Street,Bristol,CT,6010,
Sanford-Brown College - Farmington,270 Farmington Ave. Ste. 245,Farmington,CT,6032,
Howell Cheney Technical High School,791 West Middle Turnpike,Manchester,CT,6040,
Central Connecticut State University,1615 Stanley St,New Britain,CT,6050,
New Britain School of Nurse Anesthesia,100 Grand Street,New Britain,CT,6050,
Lincoln Technical Institute - New Britain,200 John Downey Drive,New Britain,CT,6051,
E. C. Goodwin Technical High School,735 Slater Road,New Britain,CT,6053,
Porter and Chester Institute - Rocky Hill,30 Waterchase Drive,Rocky Hill,CT,6067,
New England Tractor Trailer Training School of Connecticut,32 Field Rd,Somers,CT,6071,
Asnuntuck Community College,170 Elm St,Enfield,CT,6082,
Porter and Chester Institute - Enfield,132 Weymouth St.,Enfield,CT,6082,
Lincoln Technical Institute - East Windsor,97 Newberry Road,East Windsor,CT,6088,
Northwestern Connecticut Community College,Park Pl E,Winsted,CT,6098,
Hartford Hospital,80 Seymour Street,Hartford,CT,6102,
Capital Community College,950 Main Street,Hartford,CT,6103,
Lincoln Technical Institute - Hartford,85 Sigourney Street,Hartford,CT,6105,
A. I. Prince Technical High School,401 Flatbush Avenue,Hartford,CT,6106,
Hartford Hospital Institute of Living,200 Retreat Avenue,Hartford,CT,6106,
A.I. Prince Technical High School,401 Flatbush Avenue,Hartford,CT,6106,
Connecticut Training Centers Inc,1137 Main Street,East Hartford,CT,6108,
Marinello School of Beauty,1000 Main Street,East Hartford,CT,6108,
